thovdi havDan javaLLe / javaLLuvo,Mislay
dhernaatto sOT / soDuvo,Miss
"kavli, kavluvo",Mix
"lolpi, lolpuvo",Mix (excessively)
"kalvi, kalvuvo",Mix
"marcci, marccuvo",Modify
"halli, halluvo",Move
"ottaaT, ottaDuvo","Move, Move aside"
"otti, ottuvo","Move, Move away"
(coDDaak) dhEr / dheruvo,Nab
paaT kovri / kovruvo,Nag
ivar kEr / keruvo,Narrate
suntur peyno jaa / javo,Navigate
udaaseenam kEr / keruvo,Neglect
vattobOl kEr / keruvo,Negotiate
khuDi khaa / khavo,Nibble
"khooT, khuDuvo",Nip
"naavmEn, naavmenuvo",Nominate
saugnja hET / heDuvo,Note
"gavunjci, gavunjcuvo",Notice
"kaLaaT, kaLaDuvo","Notify, Convey"
pushTi kEr / keruvo,Nourish
"enDgi, enDguvo",Obey
gavunjci saa / savo,Observe
aDDam kEr / keruvo,Obstruct
"rooN, ruNuvo",Obstruct
praapta kEr / keruvo,Obtain
thaam bhovri / bhovruvo,Occupy
monnu keshTam kEr / keruvo,Offend
nivEdan kEr / keruvo,Offer
"soDDe, soDDuvo",Omit
"hooT, huDuvo",Open
calto kEr / keruvo,Operate
"vedurnjci, vedurnjcuvo",Oppose
aanjo dE / devo,Order
kaamdhaam kEr / keruvo,Organize
vEnkan kEr / keruvo,Overact
daDi aav / avo,Overcome
visiri haan / hanuvo,Overthrow
"onggaaT, onggaDuvo",Overturn
"ghindi, ghinduvo",Pack
vani laav / lavo,Paint
"uDgaaT, uDgaDuvo",Paralyze
vaahano oNTetET hibbi rhavaaT / rhavaDuvo,Park
"aTki, aTkuvo",Partly Close
"langgi, langguvo",Pass
"devsi, devsuvo",Paste
puTTaa vaaT saa / savo,Peek
"tonggisaa, tonggisavo",Peek
sOl / soluvo,Peel
"kuski, kuskuvo","Pierce, Insert"
"mindi, minduvo",Pierce
"cuNTi, cuNTuvo",Pinch
"thOv, thovo",Place
"gumpi, gumpuvo",Plait
"khaaL, khaLuvo",Play
"vavji, vavjuvo",Play
krupo kEr / keruvo,Please
sontOsh kEr / keruvo,Please
"jun, junuvo",Plough
"nanggi, nangguvo",Plough
"kiraT, kiraDuvo",Plough
"tOT, toDuvo","Pluck, Pick"
"ukki, ukkuvo","Pluck, Pick"
"uvvi, uvvuvo",Pluck
"ghaal, ghaluvo",Post
"taay, tavo",Post
"lucci, luccuvo",Pour
bhurko kEr / keruvo,"Powder, Crush"
"kaaN, kaNuvo","Powder, Crush"
dumaaD / dumaDuvo,Practice
"noov, nuvo","Praise, Greet, Compliment, Appreciate"
piraarthano kEr / keruvo,Pray
"avngki, avngkuvo",Press
"nimpi, nimpuvo",Print
"kabaaD, kabaDuvo",Protect
"prasur, prasuruvo",Publish
"uTci, uTcuvo",Pull
"khinjci, khinjcuvo",Pull
"doos, tusuvo",Pull out
"havLi, havLuvo",Pump
"uspi, uspuvo",Pump
"guddi, gutduvo",Punch
"dobbi, dobbuvo",Push
"ghaal, ghaluvo",Put
"taay, tavo",Put
khaal taay / tavo,Put down
pavDar laav / lavo,Put powder
"kheel taay, kheel tavo",Put the latch
"mOv, movo",Quantify
alaggo kEr / keruvo,Quarantine
jheDo malle / malluvo,Quarrel
"dobbi thOv, thovo",Quash
"ssamulle, ssamulluvo",Quench
"poos, pusuvo",Query
vekkili jaa / javo,Quest
pusini poos / pusuvo,Question
bisso kEr / keruvo,Quicken
soDDi jaa / javo,Quit
"oNTki, oNTkuvo",Quiver
"hingkaaT, hingkaDuvo",Raise
"miTTi, miTTuvo",Rap
"andi, anduvo",Reach
"jee cEr, jee ceruvo",Reach
"covdi, ceaavduvo",Read
"igi, iguvo",Read
"janle, janluvo","Realize, Realise"
gaay ceaavri / covruvo,Rear cattle
"havTan kEr, havTan keruvo",Recall
havDan thovle / thovluvo,Remember
"hET, heDuvo",Remove
"sovDi, sovDuvo",Remove
phiri termi / termuvo,Repel
javaap dE / devo,Reply
"kabaaT, kabaDuvo",Rescue
vasan kEr / keruvo,Reside
sseen ssamulle / ssamulluvo,"Rest, Relax"
"haLci, haLccuvo",Rinse
"pikkaaT, pikkaDuvo",Ripen
"cET, ceDuvo",Rise
"hooT, huDuvo",Rise
nigiL,Rise
"hiNDi, hiNDuvo",Roam
"bhunjji, bhunjjuvo",Roast
"dhooL, duLuvo",Roll
"guvni, guvnuvo",Roll
goLi kEr / keruvo,Roll it like a ball
cuTTu phiraaT / phiraDuvo,Rotate
goLo kEr / keruvo,Round
"gEs, gesuvo",Rub
"hool, huluvo",Rub
"mOs, mosuvo",Rub
"reguDi, reguDuvo",Rub hard
"dhaam, dhamuvo",Run
marmari / marmaruvo,Rustle
"cercci, cerccuvo",Save
"kabaaT, kabaDuvo",Save
"sanggi, sangguvo",Say
"ceduraaT, ceduraDuvo",Scatter
"gaaLTe, kaaLDuvo",Scold
"poski, poskuvo",Scorch
"orpi, orppuvo",Scrape
"boski, boskuvo",Scratch
"khavji, khavjuvo",Scratch
"muvri, muvruvo",Screw
"phivri, phivruvo",screw
gesikin dhoov / dhuvo,Scrub
"hukil, hukiluvo",Scrub
"hool, huluvo",Scrub
"vekki, vekkuvo",Search
"moog, muguvO",Search
"dekki, dekkuvo",See
"saa, savo",See
"lindi, linduvo",Sell
"vikki, vikkuvo",Sell
"dhaDDe, dhaDDuvo",Send
alaggo kEr / keruvo,Separate
"hovDi, hovDuvo",Serve
"tiraaT, tiraDuvo",Settle
"kaaT, kaDuvo",Sever
"kuTko kEr, keruvo",Sever
"seev, sivo",Sew
"havLi, havLuvo","Shake, Pump"
"hulpi, hulpuvo",Shake
"vilinjci, vilinjcuvo",Shake out
(juTTi dheri) ghummi / ghummuvo,Shake violently (by holding the tuft)
"phOD, phoDuvo","Shatter, Demolish, Perish"
"udgir, udgiruvo",Shine
"jool, juluvo",Shine
"oNTki, oNTkuvo",Shiver
hatte lagaaT / lagaDuvo,(give) Shock
"pedir, peduruvo",(be) Shocked
"vindi, vinduvo",Shoot
"laav, lavo",Shoot
"geeD, giDuvo",Shorten
bhaaT taay / tavo,Shout
"katti, kattuvo",Shout
recce taay / tavo,Shout
"dekkaaT, dekkaDuvo",Show
"jhaay, jhavo",Shut
heDDe aso aas / asuvo,Simper
"gaav, gavo",Sing
"jhoor, jhuruvo",Sip
"bees, bisuvo",Sit
cekki taay / tavo,Slash
"ceev, civo",Slash
"ninjji, ninjjuvo",Sleep
"jhirkki, jhirkkuvo",Slide
"jhirkki, jhirkkuvo",Slip
hani phOT / poDuvo,Smash
"laav, lavo",Smear
"savri, savruvo",Smear
hunggi saa / savo,Smell
"aas, asuvo",Smile
"tOT, toDuvo",Snatch
"ukki, ukkuvo",Snatch
"sigir, siguruvo",Sneeze
"bijjaaT, bijjaDuvo",Soak
buskiTTi rOT / roDuvo,Sob
"poLgi, poLguvo",Socialize
"aTaaT, aTaDuvo",Solidify
"tiraaT, tiraDuvo",Solve
peeku ghaal / ghaluvo,Sow
vatto kEr / keruvo,Speak
"saar, saruvo",Spend
"collaaT, collaDuvo",Spill
cuTTu phiraaT / phiraDuvo,Spin
"mOL, moLuvo",Spin
taak khaaT / khaDuvo,Spin
"thoov, thuvo",Spit
"duLki, duLkuvo",Spit up
"ceduraaT, ceduraDuvo",Splash
phaaD kEr / keruvo,Split
"vistarinjci, vistarinjcuvo",Spread
"cilinjci, cilinjcuvo",Sprinkle
"sinjci, sinjcuvo",Sprinkle
"theLci, theLcuvo",Sprinkle
soDumunjjo kEr / keruvo,Sprinkle the front yard
"tEs, tesuvo",Squash
"pivli, pivluvo",Squeeze
"peeL, piLuvo",Squeeze
"kuski, kuskuvo",Stab
caaku haal khoobi / khubuvo,Stab
"aTki, aTkuvo",Stack
hibbi rhaa / rhavo,Stand
"hooT, huDuvo",Stand
harmpam kEr / keruvo,Start
"maaT, maDuvo",Start
"nigiL, niguLuvo",Start
ulki pOT / poDuvo,Startle
vasan kEr / keruvo,Stay
"otti, ottuvo",Stay aside
otti hibbi rhaa,Stay away
"cOr, coruvo",Steal
"suvji, suvjuvo",Steam
"dEs, desuvo",Stick
"(vinjcu sokan) tonjci, tonjcuvo",Sting
"onggi, ongguvo",Stoop
hipbi rhavaaT / rhavaDuvo,"Stop, Prevent"
"nitraaT, nitraDuvo",Strain
gelo piski / piskuvo,Strangle
"andi, anduvo",Stretch out
tivunjci thOv / thovo,Stuff it
"beduraaT, beduraDuvo",Stun
"uDghaaT, uDgaDuvo",Subdue
"engi, enguvo",Submit
samarppit kEr / keruvo,Submit it
"jhoor, jhuruvo",Suck
keshTam pOT / poDuvo,Suffer
beduraaT / beduraDuvo,"Surprise, Amaze"
"niLcci, niLccuvo",Survive
"geel, giluvo",Swallow
"minggi, mingguvo",Swallow
kuppo vaar / varuvo,Sweep
vaar / varuvo,Sweep
"dhuNDi, dhuNDuvo",Swim
"teer, tiruvo",Swim
"eeto khaaL, eeto kaLuvo",Swim
"hindaal, hindaluvo",Swing
cuTTu phiraaT / phiraDuvo,Swirl
"hET, heDuvo","Take, Pick"
"khalle, khalluvo","Take, Pick"
"lejjaa, lejjavo",Take away
"gaunjcile, gaunjculuvo",Take care
vatteaa kEr / keruvo,Talk
"ssundi, ssunduvo",Tan
"miTTi, miTTuvo",Tap
"ruci saa, ruci savo",Taste
"sikkaaT, sikkaDuvo",Teach
"phaaD, phaDuvo",Tear
"mEn, menuvo",Tell
"sanggi, sangguvo",Tell
havDi saa / savo,Think
yOjano kEr / keruvo,Think
"pOm, pomuvo",Thread (a needle)
"vees, visuruvo",Throw
"bhandi, bhanduvo",Tie
"bigunjci, bigunjcuvo",Tighten
hOD kEr / keruvo,Tighten
Orppu kerle / kerluvo,Tolerate
"segunjcile, segunjculuvo",Tolerate
"dhEr, dheruvo",Touch
"dumaaT, dumaDuvo",Train
"ssikkaaT, ssikkaDuvo",Train
"teaakki, tokkuvo",Trample
upacaar kEr / keruvo,Treat
"ettan kEr, ettan keruvo",Try
"phivri, phivruvo",Turn
"pheer, phiruvo",Turn around
"mhovli, mhovluvo","Turn off, Switch off"
"mersi, mersuvo","Twinkle, Glitter"
"muvri, muvruvo",Twist
peeL ghaal / ghaluvo,Twist
"uuL, uLuvo",Twist
bharaaT avaaT / avaDuvo,Uncover
unnokeri gaNinjci / gaNinjcuvo,Underestimate
jani pOT / poDuvo,Undergo
ivar kerle / kerluvo,Understand
ivar poDaLLe / poDaLLuvo,Understand
khalli kEr / keruvo,Undertake
"sovDi, sovDuvo",Undress
"hooT, huDuvo",Unfold
dori sovDi sOT / soDuvo,Unleash
ghantro sovDi / sovDuvo,Unpack
"sovDi, sovDuvo",Untie
"sovDi, sovDuvo",Unwrap
novvo kEr / keruvo,Update
bhiLLo kEr / keruvo,Upgrade
aadaro dE / tevo,Uphold
ivar hinggaaT / hinggaDuvo,Upload
mooL sero ukki / ukkuvo,Uproot
"allaaT, allaDuvo",Urge
upayOg kEr / keruvo,Use
"upayugi, upayuguvo",Use
"vauri, vauvruvo",Use
upayOg kEr / keruvo,Utilize
veturnjsivi thOv / thovo,Vaccinate
serkko saa / savo,Validate
serkko saa / savo,Verify
"saa, savo",View
"daaT, daDuvo",Violate
"luNDi, luNDuvo",Violate
pravEss kEr / keruvo,Visit
vijayam kEr / keruvo,Visit
kalpano keri saa / savo,Visualize
ogari kEr / keruvo,Vomit
vamni kEr / keruvo,Vomit
"OTu taay, OTu tavo",Vote
"rhakki, rhakkuvo",Wait
"rhaa, rhavo",Wait
"nOs, nosuvo",Wait
"jaay, javo",Wake
"caal, caluvo",Walk
"hiNDi, hiNDuvo",Wander
ishTam pOT / poDuvo,Want
"dhoov, dhuvo",Wash
"manjji, manjjuvo",Wash
"mOs, mosuvo",Wash
"ghunjji, ghunjjuvo",Wash (Clothes)
"ningki, ningkuvo",Wash clothes
gavunjci saa / savo,Watch
"ghalle, ghalluvo",Wear
"phille, philluvo",Wear
"dijaaT, dijaDuvo,",Wear it away
"veen, vinuvo",Weave
"rOT, roDuvo",Weep
"bhaar taay, bhaar tavo",Weigh
jOg / joguvo,Weigh
"poLLipOT, poLLipoDuvo",Welter
ollo kEr / keruvo,Wet
"bivji, bivjuvo",Wet
"phanggiT, phanggiDuvo",Winnow
"pOs, posuvo",Wipe
aasto pOT / poDuvo,Wish
"paaynjpOT, paaynjpoDuvo",Worship
"phanggille, phanggulluvo",Wrap up
"muvri, muvruvo",Wring
"likki, likkuvo",Write
dhombLaay dE / devo,Yawn
soDi dhEr / dheruvo,Yield
upakaraNo,Apparatus
saadhano,"Device, Tool"
"aidu, aydu",Weapon
astram,Weapon
moor,Hammer
keel,Nail
dantini,"Pincer, Pliers"
nibro,"Pincer, Pliers"
bigro,Spanner
khanaTi,Crowbar
khantuTo,Crowbar
bhinti,Chisel
Tangku,Stone cutter chisel
hanaTi,Mallet
thaasu,Hand Planer
laavu,Sword
katko,Sickle
parssu,Axe
caki,"Machine, Mill"
nElu,Machine
nelum,Cotton Bale pressing machine
rheDo,Sewing Machine
maal,Pulley Belt
lungkDo,Scissors
lungkLo,Scissors
kettirikke,Scissors
sivi,Needle
dori ceNDu,Thread bundle
dapan sivi,Sack sewing needle
hallo,Plough
EDikOla,Plough
koobaro,Plough
nugo,Yoke (part of bullock cart)
bhastu,Bellows
caaTo,Whip
saanu,Grinding stone
hikmat,Trick
hubaav,"Cunning, Trick"
dhoorto,"Cunning, Trick"
aDaat,"Injustice, Atrocity"
timur,"Arrogance, Hauteur"
geruv,"Arrogance, Hauteur"
maujo,"Arrogance, Hauteur"
maujaD,"Arrogance, Hauteur"
hangkruti,"Haughtiness, Ego"
apul prabhaav,"Conceit, Vanity, Vainglory, Brag, Self-praise"
apul nuti,"Conceit, Vanity, Vainglory, Brag, Self-praise"
sangkaT,Disruption
utaaseenam,"Negligence, Indifference"
paraak,Not caring
sandEk,"Doubt, Suspicion"
sendEv,"Doubt, Suspicion"
telpi,"Mock, Tease"
keLcini,"Mock, Tease"
roopu keLcini,"Mock, Tease, Body shaming"
gaaL,"Scold, Reprimand, Blasphemy"
bOlgaaL,"Scold, Reprimand, Blasphemy"
heenavaak,"Slander, Blasphemy"
dhillohoye,"Despicable, Disgusting, Filthy"
khobaT,"Deceit, Deception, Cheating, Fraud"
kaNTu,"Deceit, Deception, Cheating, Fraud"
onclo,"Deceit, Deception, Cheating, Fraud"
vanjcano,"Deceit, Deception, Cheating, Fraud"
eccaDatte,"Deceit, Deception, Cheating, Fraud"
veer,"Malice, Hostility"
nishTul,Dispute
teguraal,"Dispute, Argue, Argument"
mallini,"Fight, Verbal fight"
ssatruppan,Enemity
kanasul bhunjjatte,Slap
vadhyo,Murder
hanimarni,Assassination
aatmavadhyo,Suicide
maratte,"Kill, Killing"
moraDatte,"Kill, Killing"
moraD,Rudeness
marmaratte,Murmuring
klisE,"Bored, Boredom"
haTam,"Fuss, Stubborn, Obstinacy"
dherNi,"Fuss, Stubborn, Obstinacy"
eersho,"Envy, Jealousy"
moccar,"Envy, Jealousy"
asooyo,"Envy, Jealousy"
poTjaaL,"Envy, Jealousy"
poTjaLi,Jealousy
hupLo,"Envy, Jealousy"
modam,Mania
himso,"Harm, Violence, Bother, Trouble, Nuisance"
uddam,"Trouble, Nuisance"
upadravo,"Trouble, Nuisance"
dukkaaT,Hurt
baado kEr,"Hurt, Torture"
mujun,Bad qualities
dinnu dekkaTNi,Calendar
soLophaar,"Morning, Dawn"
phaltivaar,"Morning, Dawn"
dhuvaar,Afternoon
dees,"Daytime, Daylight hours"
dislo,"Daytime, Daylight hours"
visandulo,Dusk
veeLTo,Evening
raat,Night
nislo,Night time
dinaangku,Date
dinnu,Day
dinnuvaar dinnu,Auspicious day
niccu,"Daily, Everyday"
viLukku,"Whole day, All day"
viLantu,Throughout the day
vaar,Week
vaaruvaar,Weekly
somaar,Monday
monggLaar,Tuesday
budhyavaar,Wednesday
bestaar,Thursday
ssukraar,Friday
ssenvyaar,Saturday
aitaar,Sunday
kaal,Yesterday
hindo,Today
sondo,Tomorrow
sondro,Tomorrow
poram,Day after tomorrow
teram,4th day from today
tetteram,5th day from today
tega tetteram,6th day from today
phuLLandi,Previous day
mullandi,Previous Day
dusurandi,Next day
phallandi,Another day
odi,One day
oNTedi,One day
oNTedim,Within a day
disin,Two or three
disindi,Two three days
carpaanjju,Four or five
carpaandi,Four or five days
paandi,Five days
paandim,Within five days
desti,"Ten days, 10th day"
viyaardi,"11 days, 11th day"
baardi,"12 days, 12th day"
tendus,On that day
mhaDo,Month
masarav,First day of the month
amaas,New Moon
puNNim,Full Moon
paDvo,Next day after Full/New Moon
pavDo,Next day after Full/New Moon
orsu,Year
orsutisu,Through out the year
orsu masarav,New Year
novvo orsu,New Year
gE,"Last, Previous, Past"
gEvaal,Last time
"envaal, ellevaal",This time
hollovaal,Next time
gEvorsu,Last Year
hollovorsu,Next Year
ghiraal,Planet
cendaam,Moon
gil,Moon
caandu,Moon
cendo hujaal,Moonlight
kiraN,"Ray, Ray of light"
bharaaTu niLaa kiraN,Ultraviolet rays
bhittaru lhovaa kiraN,Infrared rays
suritu kiraN,Sunlight
suritu hujaal,Sunlight
pariLi,Halo
udgiratte,Shining
leggunu,Ascendant
neTshatru,Star
nakshatru,Star
vooTu,Star
cukko,Star
phaarucukko,Polar star
ghiraaN,Eclipse
svaroop,"Nature, True Nature"
srushTi,Nature
niserg,Nature
bhookampo,Earthquake
akaassu genggo,"Galaxy, Milky Way"
vissvo,Universe
rOg,Disease
rOgkeri,Patient
aarOgyam,"Health, Hygiene"
sauryam,"Fine, Good, Well"
aanggu sauryam,Health
sauryam unno,"Ill health, Not well, Unwell"
sauryam nhaattak,"Sick, Ill, Not well, Unwell"
cikitso,Treatment
ayducikitso,"Surgery, Operation"
roopu cikitso,Plastic surgery
pathyam,"Diet, Diet Regimen"
hokat,"Medicine, Drug"
goLi,"Tablet, Pill"
duno,"Pain, Ache"
dukkani,"Pain, Ache"
dukno,"Pain, Ache"
duvuno,"Pain, Ache"
dunno,"Pain, Ache"
ushNu,Heat
uushTu,Burning Stomach
pOTdunno,Stomachache
pOT muraDani,Stomach upset
hagguno,"Diarrhoea, Loose motion"
mala bhandini,Constipation
kaan dunno,Ear pain
daat dunno,Toothache
daat ambulani,Tooth sensitivity
dosko dunno,Headache
kuNDen dunneaa,Heart attack
sekkaru rOg,Diabetes
regatu avngkini,"Blood pressure, BP, Bloodpressure"
guDgaan dunno,Knee pain
taap,Fever
aanggu hunno,Fever
hempini,"Wheezing, Panting, Asthma"
naaDi,Pulse
mhoDo rOg,Leprosy
"ubirmaamsu, karkarOg",Cancer
kshayam,"Decay, Destruction, Insufficient"
kshayarOg,Tuberculosis
phaNDorOg,Vitiligo
rekadu kshayam,Anaemia
daadu kshayam,Tooth decay
hOnggu nhinaa,"Insomnia, Inability to sleep"
bhookmarni,"Anorexia, Lack of appetite"
khOT,"Leprosy, Leper"
posuvaay,Stroke
deLko aanggu,Obesity
kamaal,Jaundice
ponnanggi,Mumps
ammo,Chickenpox
mhoDo ammo,Smallpox
teTTu,Rashes
kanjjo,Measles
mooso,"Faint, Unconscious"
moosal,"Faint, Unconscious"
pikuDo,"Fish Gill, Scales"
pingkuDo,"Fish Gill, Scales"
poos,Tail
pussiDi,Tail
soNTi,Trunk
dantu,"Tusk, Ivory"
gaayigOshTu,"Cow barn, Cowshed, Cattle shed"
gOshTu,Stable
bondo,Rat burrow
loDo,"Faecal matter of rat, Rat poop"
loDi,Goat-droppings
lOkar,Wool
loddi,Elephant Dung
sEn,Cow Dung
khari,Hoof
khuri,Hoof
khOru,Hoof
phanggiLa khOru,Closed hoof
naal,Horseshoe
vajradiDDu,"Glue, Gum"
keDsan,Leather
ssinggu,Horn
ssinggo,Horn
ssinggaDo,Horn
gorusingDo,Bull horn
gorukommu,Bull horn
damo,Snout rope
bheysudamo,Snout rope
coro,"Prey, Feed, Fodder"
vETa khaLatte,"Hunting, Predation"
lumatte,"Cud Chewing, Rumination"
paanu bhakshak,Herbivore
bhosulaa bhakshak,Carnivore
habbu bhakshak,Insectivore
sarva bhakshak,Omnivore
gaaygorun,"Cattle, Livestock"
kongku,Cow herd
mando,"Herd, Flock"
hEru,Saddle
pausul,Bridle
kagDo,Hump
uuDo,Udder
uudho,Udder
gonduru,Cow Urine
gorajjana,Calculus bovis
piculo,Trap
auLi,Termite Mound
jantunasini,Disinfectant
rettanu deyDaan,Gemstones
hiro,Diamond
vajjir,Diamond
lasaNyo,"Chrysoberyl, Cat's eye"
moti,Pearl
pomLo,Coral
gOmEdo,Garnet
lhovo rettan,Ruby (Red gem)
neel rettan,Sapphire (Blue gem)
panno,"Jade, Emerald (Green gem)"
pushkaraaj,Topaz (Yellow gem)
naito,Justice
naitaasabho,Court
khaalu naitaasabho,Lower Court
unjcaa naitaasabho,"High court, Highcourt"
sarvOcco,"Supreme, Apex"
sarvOcco naitaasabho,Supreme court
daNDo arkyaari,Magistrate
vakeel,Lawyer
niyam,"Law, Rule, Convention"
niyaav,"Just, Fair, Sentence, Judgement, Vedict"
daaveaa,"Argument, Debate, Case, Litigation"
poro,Crime
dOshi,Guilty
dOshipan,"Guilt, Crime, Offence"
"saakshidaar, siyetteno",Witness
saakshyam,Testimony
aadhaar,"Testimony, Base, Basis, Evidence, Proof"
nirNayo,"Verdict, Judgment, Settlement, Sentence"
jeevun,"Living being, Organism"
dootdeni jeevun,Mammal
bhuynjpani jeevun,Amphibian
sarapaTaNaar jeevun,Reptile
mrugo,Animal
mrugosaalo,Zoo
jantu,Creature
ssishTajantu,Polite animal
dushTajantu,Wicked animal
moogu,Animal
gaamu moogu,Domestic animal
raaNu moogu,Wild animal
saadhu moogu,Polite animal
uDutto,Squirrel
ciglo,Squirrel
hundir,Rat
ghoos,Bandicoot
cunjcu,Shrew
manjjiri,Cat
buskul,Male cat
suno,Dog
bheNDu,Goat
mheDi bheNDu,Sheep
sseli bheNDu,Goat
gaay,Cow
gO,Cow
goru,Bull
rrushabho,Bull
bheys,Buffalo
potulo,He buffalo
raaN bheys,"Bison, Wild buffalo"
dallaa goru,Uncastrated Bull
hallo goru,Ox
duDo,Calf
vaasaru,Calf
ghedaT,"Ass, Donkey"
ovan ghedaT,Mule
ghoDo,Horse
asvo,Horse
gidaaghoDo,Zebra
nakul,Mongoose
kundelu pillo,"Hare, Rabbit"
saso,"Hare, Rabbit"
dukkar,"Pig, Swine, Boar"
shalaag dukkar,"Porcupine, Hedgehog"
keeso,Monkey
vaanaro,Monkey
kOtO,Male Monkey
kOti,Female Monkey
poos nheette kees,Ape
ENu,Reindeer
hariN,Deer
hariNi,Female deer
kholo,"Fox, Jackal"
uko,Wolf
anggoosho,Weasel
nakulo,Weasel
udro,Otter
pani nakulo,Otter
aistu,Elephant
pani aistu,Hippopotamus
simho,Lion
simhu,Lion
pani simho,Sea lion
jalauyaagro,Sea lion
vaag,Tiger
citruvaag,Cheetah
bibaTyo,Leopard
haLDuno vaag,Jaguar
donggaru simho,Puma
bibaLya vaag,Panther
kaLo vaag,Black Panther
bheruNDo,Hyena
dhaakuranggo,Kangaroo
bhaalu,Bear
bhallo,Bear
velkeTTu,Bear
dhruvo bhallu,Polar Bear
ceenu bhallu,Giant Panda
kOlaa bhallu,Koala Bear
gaNDo,Rhinoceros
gaNDaa moogu,Rhinoceros
bholi,Camel
muyi,Camel
lOlpaDe,Camel
kaantaaru taaru (muyi),Desert ship (Camel)
ugli,"Sloth, Lemur, Slender loris"
godi,"Varanus, Monitor Lizard, Iguana"
guDval,"Varanus, Monitor Lizard, Iguana"
tONDo,Garden Lizard
saraL,Garden Lizard
saraTo,Chameleon
samsali,Skink
paalo,Lizard
mhaLi,Fish
paningkailo,Fish
timinggilam,Whale
kirvil,Crab
beskaLi,Frog
bharkaLi,Frog
beskaLisisu,Tadpole
bhELi,Toad
kishLo,Snail
tambalcippO,Tortoise
kasvo,"Turtle, Tortoise"
kaspo,"Turtle, Tortoise"
nakru,Crocodile
saap,Snake
namsaapu,Cobra
donggaru saap,"Boa, Python, Anaconda"
girpannaag,"Boa, Python, Anaconda"
gaTsusaap,"Boa, Python, Anaconda"
ne La ne Laa tte,"Crawling, Slithering"
kaylokesur,Vegetables
phOT,Vegetables
agastir,"Okra, Lady finger, Lady's finger"
aNDokOs,Cabbage
ambaT bhajji,"Sorrel Leaves, Sour Spinach"
ambulo,Gooseberry
ambuno,Star gooseberry
allo,Ginger
avsaa bhajji,Hummingbird Tree Leaves
asturu,"Okra, Lady finger, Lady's finger"
aalu,Sweet Potato
uskailo,Turkey Berry
omaapaan,Ajwain Leaf
onno,Broad beans
gavuru,Carrot
kaccikeLo,Green plantain
kaccekennu,Field Bean
kaccemirkkailo,Green Chilli
kaDmel,Veld grape
kaTkal,"Emptier grain, Husk"
kando,Shallot
kapini bhajji,Black Nightshade
karku,Coconut shell
kallo,Bitter gourd
kavni bhajji,Black Nightshade
kannukailo,Field Bean
gaajar,Carrot
guNDujikraa paan,Coriander
gulbuLLo,Sweet Potato
geDDaa suran,Yam
kenarlu minjci,Kaffir Lime
kerpaav,Curry Leaf
keLanggu,Tuber
kELupaan,Banana Leaf
kELuphool,Banana Blossom
khovLo,Green Pumpkin
goggurkoLLaa paan,Oregano
koDu veeT,Bitter citron
komburaa bhajji,Amaranth Greens
kombuLo,Tender
koLunjji,Kaffir Lime
cippo,Coconut Shell
daraL bhajji,Malabar Spinach
dhuLbuLLo,Potato
tuDaa paan,"Jimsonweeds, Datura leaf"
dhoompaan,Tobacco
dheguLo,Amaranthus viridis
dhetuDaa paan,"Jimsonweeds, Datura leaf"
dheylaa bhajji,Chinese Spinach
dETu,"Stem, Stalk"
thoLci,Basil / Tulsi
doNko,Ridge Gourd
dollo,Yellow-fruit nightshade
toTme,"Stem, Chilli Stalk"
toNme,"Stem, Chilli Stalk"
toLLo,Ivy gourd
tonmo,"Stem, Chilli Stalk"
nagalpaan,Betal Leaf
naraLu cippo,Coconut shell
nalar,Coconut
naayppaan,Betal leaf
nerguDu paan,Chaste Tree
bhajji,"Greens, Spinach"
panggara paan,Indian Coral
pan doNko,Sponge Gourd
paslaa bhajji,Malabar Spinach
paalak bhajji,Palak Spinach
paanugObi,Cabbage
buDungkailo,"budungkailo, budunkailo"
budno,Mint leaf
buLLo,Tuber
bhundili,Yellow-fruit nightshade
bhurkko bhajji,Tropical Amaranth
phoolugObi,Cauliflower
belaa bhajji,Purslane
bheNDukailo,"Okra, Lady finger, Lady's finger"
bhaikailo,Drumstick
phormOD,Pumpkin
phonnisukailo,Jackfruit seed
bonde,Plantain Stem
boblo,Bottle gourd
poTgulo,Snake Gourd
poskaay,Yellow Pumpkin
bhauLo,"Bottle gourd, Zucchini"
magaapaan,False daisy
maskailo,Oak Galls
mhoDo kando,Onion
mhoDoveeT,Wild Lemon
mitti bhajji,Fenugreek Leaves
mirkkailo,Chilli
mummushTi paan,Solanum
muLco,Radish
muLo,Radish
munusti paan,Mukia Maderaspatana
meDguLo,Premna serratifolia
moLkaa bhajji,Amaranthus viridis
moLko,Sprout
raslo,Vegetables
lhovo kailo,Tomato
lhovo mirkkailo,Red Chilli
limbu,Lemon
losan,Garlic
vanggi,Egg Plant
vadunaabhajji,Mint
vaLko,Cucumber
vannosenggu,Broad Beans
veeT,Citron
jinnavrE,Cluster Bean
suran,Yam
sekkaru buLLo,Sweet Potato
sekke,Bagasse
sevgaabhajji,Drumstick Leaf
sevaakkailo,Drumstick
sEmbu,Colocasia
sorNu bhajji,Dwarf copper leaf
hundirukkaanu bhajji,Water Shamrock
caal,"Behavior, Conduct, Manners, Etiquette"
caalcalan,"Behavior, Conduct, Manners, Etiquette"
lOkcaal,"Good Manners, Conduct"
namaskaar,"Hi, Hello"
abhivaadano,"Welcome, Welcoming, Reception"
