alias_tamil,alias_english,tamil,english,alias_tamil_sentence,alias_english_sentence,tamil_sentence,english_sentence,category,source
மரத்தெ,maratte,கொல்லுதல்,"Kill, Killing",பரு ஜீவுனுக் மரத்தெ பாவ்,paru jeevunuk maratte paav,பிற உயிர்களை கொல்லுதல் பாவம்,Killing other lives is a sin,bad-attribute,corpus_sourashtradictionary
மொரட3த்தெ,moraDatte,கொல்லுதல்,"Kill, Killing",ராணு மூகு3ன் பூ4குக் து3ஸுரெ ஜீவுனுக் மொரட3த்தெ பாப் மெனானா,raaNu moogun bhookuk dusure jeevunuk moraDatte paap menaanaa,வன விலங்குகள் பசிக்காக மற்ற விலங்குகளைக் கொல்வதை பாவம் என்று சொல்ல முடியாது,It is not a sin for wild animals to kill other animals for hunger,bad-attribute,corpus_sourashtradictionary
மொரட்3,moraD,முரட்டுத்தனம்,Rudeness,ப4ராடு3ம் மொரட்3கன் சல்னகொ3,bharaaDum moraDkan calnago,வெளியில் முரட்டுத்தனமாக நடந்து கொள்ளாதே,Don't be rude outside,bad-attribute,corpus_sourashtradictionary
மர்மரத்தெ,marmaratte,முணுமுணுத்தல்,Murmuring,த4க்கிலே கொ2ப்3பி3ம் மர்மரிலேத் ர்ஹாயி,dhakkilE khobbim marmarilEt rhaayi,கோழை எப்போதும் முணுமுணுத்துக் கொண்டேயிருப்பான்,Coward always murmurs,bad-attribute,corpus_sourashtradictionary
க்லிஸே,klisE,"அலுத்துக் கொள்ளுதல், சலிப்பு","Bored, Boredom",பி2ரி பி2ரி கெரத்தெ க்லிஸேகன் ர்ஹாயி,phiri phiri keratte klisEkan rhaayi,திரும்பத் திரும்பச் செய்வது சலிப்பாக இருக்கும்,Repeating can be boring,bad-attribute,corpus_sourashtradictionary
ஹடம்,haTam,"வம்பு, பிடிவாதம்","Fuss, Stubborn, Obstinacy",பில்லல்னு ஹடம் தெ4ரி ரொட3னு,pillalnu haTam dheri roDanu,குழந்தைகள் வம்பு செய்து அழுவார்கள்,Children will fuss and cry,bad-attribute,corpus_sourashtradictionary
தெ4ர்ணி,dherNi,"வம்பு, பிடிவாதம்","Fuss, Stubborn, Obstinacy",தெனொ அபுல் நிஸ்கனாம் தெ4ர்ணிகன் ஸே,teno apul niskanaam dherNikan sE,அவன் தன் முடிவில் பிடிவாதமாக இருக்கிறான்,He is stubborn in his decision,bad-attribute,corpus_sourashtradictionary
ஈர்ஷொ,eersho,பொறாமை,"Envy, Jealousy",ஈர்ஷொ ஸேத்தெகொ3 நீஞ்ஜு அவ்னா,eersho sEttego neenjju avnaa,பொறாமை கொண்டவனுக்கு தூக்கம் வராது,He who is jealous will not fall asleep,bad-attribute,corpus_sourashtradictionary
மொச்சர்,moccar,பொறாமை,"Envy, Jealousy",கௌரி மொன்னு மொச்சர் ஹால் பொ4ரி ர்ஹாயி,kauri monnu moccar haal bhori rhaayi,துன்மார்க்கரின் மனம் பொறாமையால் நிறைந்திருக்கும்,The minds of the wicked are filled with envy,bad-attribute,corpus_sourashtradictionary
அஸூயொ,asooyo,பொறாமை,"Envy, Jealousy",அஸூயொ ஒண்டெங்கா3 பா4க்3கி3க் தி3ஜட3யி,asooyo oNTenggaa bhaaggik dijaDayi,பொறாமை ஒருவரின் செல்வத்தைக் குறைக்கும்,Envy wears out one's wealth,bad-attribute,corpus_sourashtradictionary
பொட்ஜாள்,poTjaaL,பொறாமை,"Envy, Jealousy",து3ஸுரெதெங்கொ3 ஸீகின் பொட்ஜாள் பொட3ஹோனா,dusuretenggo seekin poTjaaL poDahOnaa,அடுத்தவர்களை பார்த்து பொறாமைப் படக்கூடாது,Should not be jealous of others,bad-attribute,corpus_sourashtradictionary
பொட்ஜளி,poTjaLi,பொறாமைப்படுதல்,Jealousy,தெ2வ்டெ3தெனு பொட்ஜளி பொடி3 மொரஸுன்,thevDetenu poTjaLi poDi morasun,சிலர் பொறாமையால் இறக்கின்றனர்,Some die of jealousy,bad-attribute,corpus_sourashtradictionary
ஹுப்ளொ,hupLo,வயிற்றெரிச்சல்,"Envy, Jealousy",து3ஸுரெதெங்கா3 ஹொடி3னி ஸீகின் ஹுப்ளொ பொட3ஹோனா,dusuretenggaa hoDini seekin hupLo poDahOnaa,அடுத்தவரின் வளர்ச்சியைக் கண்டு பொறாமை கொள்ளக்கூடாது,Should not be jealous of the other's growth,bad-attribute,corpus_sourashtradictionary
மொத3ம்,modam,வெறி,Mania,ராக் மொத3ம்கன் மர்ச்சய்ய ஹோனா,raak modamkan marccayya hOnaa,கோபம் வெறியாக மாறக்கூடாது,Anger should not turn into mania,bad-attribute,corpus_sourashtradictionary
ஹிம்ஸொ,himso,"தீங்கு, வன்முறை, தொல்லை, தொந்தரவு","Harm, Violence, Bother, Trouble, Nuisance",மொகொ3 கோ3ஸ் ஹிம்ஸொ கெர்னகொ3. தெனொ அபுல் மாயிக் ஹிம்ஸொ கெரரஸ்,mogo gOs himso kernago. teno apul maayik himso keraras,என்னை அடிக்கடி தொந்தரவு செய்யாதே. அவன் தன் தாய்க்கு தீங்கு செய்கிறான்,Do not bother me often. He is harming his mother,bad-attribute,corpus_sourashtradictionary
உத்3த3ம்,uddam,"தொல்லை, தொந்தரவு","Trouble, Nuisance",ஜனிஅவ்னி ஸெரொ ம்ஹொட்டொ உத்3த3ம்கன் ஸே,janiavni sero mhoTTo uddamkan sE,போக்குவரத்துடன் பெரும் தொந்தரவாக உள்ளது,It is a major trouble with the traffic,bad-attribute,corpus_sourashtradictionary
உபத்3ரவொ,upadravo,"தொல்லை, தொந்தரவு","Trouble, Nuisance",அஸ்கிதெகொ3 தொரணும் ஹிப்3ப3த்தெ ஒண்ட்டெ உபத்3ரவொ,askitego toraNum hibbatte oNTTe upadravo,எல்லாவற்றிற்கும் வரிசையில் நிற்பது ஒரு தொல்லை,Standing in queue for everything is a nuisance,bad-attribute,corpus_sourashtradictionary
து3க்காட்,dukkaaT,காயப்படுத்து,Hurt,கோன் இஸனி ஹனி து3க்கடெ3யொ?,kOn isani hani dukkaDeyo?,யார் இப்படி அடித்து காயப்படுத்தியது?,Who hit and hurt like this?,bad-attribute,corpus_sourashtradictionary
பா3தொ3 கேர்,baado kEr,"புண்படுத்து, சித்திரவதை செய்","Hurt, Torture",தூ மொரெ பா4வனாக் பா3தொ3 கெரரஸ்,too more bhaavanaak baado keraras,நீ என் உணர்வுகளை புண்படுத்துகிறாய்,You are hurting my feelings,bad-attribute,corpus_sourashtradictionary
முஜுன்,mujun,கெட்ட குணங்கள்,Bad qualities,கெ3ருவ் ஸேத்தெகொ3 த4னம் முஜுன் தே3யி,geruv sEttego dhanam mujun dEyi,கர்வமுள்ளவனுக்கு செல்வம் கெட்ட குணங்களைத் தரும்,Wealth gives bad qualities to the arrogant person,bad-attribute,corpus_sourashtradictionary
தி3ன்னு தெ3க்கட்ணி,dinnu dekkaTNi,நாட்காட்டி,Calendar,தி3ன்னு தெ3க்கட்ணின் பு4லோக் பூராக் ஒண்டே தா4னுக் வௌரினி பொட3ரஸ்,dinnu dekkaTNin bhulOk pooraak oNTE dhaanuk vaurini poDaras,நாட்காட்டிகள் உலகம் முழுவதும் ஒரே மாதிரியாகப் பயன்படுத்தப்படுகின்றன,Calendars are used uniformly around the world,calendar,corpus_sourashtradictionary
ஸொளொபா2ர்,soLophaar,"காலை வேளை, விடியற்காலை","Morning, Dawn",ஸொளொபா2ரும் சலத்தெ ஆங்கு3 ஆரோக்3யமுக் சொக்கடு3,soLophaarum calatte aanggu aarOgyamuk cokkaDu,காலையில் நடைபயிற்சி செய்வது உடல் நலத்திற்கு நல்லது,Walking in the morning is good for health,calendar,corpus_sourashtradictionary
ப2ல்திவார்,phaltivaar,"காலை வேளை, விடியற்காலை","Morning, Dawn",ப2ல்திவாரும் குடொ3 குகஸு,phaltivaarum kuDo kukasu,விடியற்காலையில் சேவல் கூவும்,The rooster crows at dawn,calendar,corpus_sourashtradictionary
து4வார்,dhuvaar,மதியம்,Afternoon,து4வாரி நிஞ்ஜத்தெ ஆங்கு3 ஆரோக்3யமுக் சொக்கட் ந்ஹா,dhuvaari ninjjatte aanggu aarOgyamuk cokkaT nhaa,மதியம் தூங்குவது உடல் நலத்திற்கு நல்லதல்ல,Sleeping in the afternoon is not good for health,calendar,corpus_sourashtradictionary
தீ3ஸ்,dees,பகல் நேரம்,"Daytime, Daylight hours",ஹூனு கலமு தீ3ஸு வேள் வேன் ர்ஹாயி,hoonu kalamu deesu vEL vEn rhaayi,கோடையில் பகல் நேரம் அதிகமாக இருக்கும்,Daylight hours are longer in summer,calendar,corpus_sourashtradictionary
தி3ஸ்லொ,dislo,பகற்பொழுது,"Daytime, Daylight hours",கூ4கு3 ஹால் தி3ஸ்லாம் ஸாத்தக் முஸுனா,ghoogu haal dislaam saattak musunaa,ஆந்தையால் பகலில் பார்க்க முடியாது,The owl can't see during the daytime,calendar,corpus_sourashtradictionary
விஸந்து3லொ,visandulo,"அந்திப்பொழுது, அந்தி சாயும் நேரம்",Dusk,விஸந்து3லொ தி3வொ பொ4வ்ரி பாய்ஞ்பொட்3னொ,visandulo divo bhovri paaynjpoDno,அந்தி சாயும் போது விளக்கேற்றி பிரார்த்தனை செய்ய வேண்டும்,"At dusk, light a lamp and pray",calendar,corpus_sourashtradictionary
