sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard-kyoto,iast,ipa,meaning_english,meaning_tamil,category,source
ꢦ꣄ꢬꢪꢵꢠ꣄ꢓꢳ꣄ꢳꢿ,प्रमाण्खळ्ळे,ப்ரமாண்க2ள்ளே,pramaankhal'l'e,pramANkhaLLe,pramāṇkhal̤l̤e,pɾəmɑːɳkʰəɭɭeː,take oath,உறுதிபூண்,Compound-Verbs,words
ꢆꢡ꣄ꢱꢵꢲ꣄ꢒꢿꢬ꣄,उत्साह्केर,உத்ஸாஹ்கேர்,utsaahker,utsAhker,utsāhker,ut̪s̪ɑːɦkeːɾ,encourage,ஊக்கமளி,Compound-Verbs,words
ꢆꢛ꣄ꢙꢭꣁ ꢓꢵꢳ,उञ्जला॑ खाळ्,உஞ்ஜலொ கா2ள்,unjalo' khaal'a,uJjalO khALa,uñjalŏ khāl̤a,uɲd͡ʒəlo kʰɑːɭə,Oscillate/ swing,ஊசலாடு,Compound-Verbs,words
ꢗꣁꢞ꣄ꢞꣁ ꢦꣁꢞꢶꢩꢶꢡ꣄ꢡꢬ꣄ ꢢꢹꢬ꣄,चा॑ड्ड पा॑डिभित्तर तूर,சொட்3ட3 பொடி3பி4த்தர் தூர்,cho'd'd'o' po'd'ibhittar thoor,cODDO pODibhittar thUr,cŏḍḍŏ pŏḍibhittar thūr,t͡ʃoɖɖo poɖɪbʰɪt̪t̪əɾ t̪ʰuːɾ,Infiltrate,ஊடுருவு,Compound-Verbs,words
ꢓꣁꢭꢵ ꢩꢮꢵꢜ꣄ ꢡꢵꢫ꣄,खा॑ला भवाट ताय,கொ2லா ப4வாட் தாய்,kho'laa bhavaat' taay,khOlA bhavAT tAy,khŏlā bhavāṭ tāy,kʰolɑː bʰəʋɑːʈ t̪ɑːj,Howl/whistle,ஊளையிடு,Compound-Verbs,words
ꢧꢸꢮ꣄ꢥꢶ ꢬꢾꢗ꣄ꢗꣁ ꢒꢿꢬ꣄,फव्नि र॑च्चा॑ केर,பு2வ்னி ரெச்சொ கேர்,phuvni re'chcho' ker,phuvni rEccO ker,phuvni rĕccŏ ker,pʰuʋn̪ɪ ɾet͡ʃt͡ʃo keːɾ,Howl/whistle,ஊளையிடு,Compound-Verbs,words
ꢩꣁꢫ꣄ꢱꢸ ꢬꢾꢗ꣄ꢗꣁ ꢡꢵꢫ꣄,भा॑य्सु र॑च्चा॑ ताय,பெ4ய்ஸு ரெச்சொ தாய்,bho'ysu re'chcho' taay,bhOysu rEccO tAy,bhŏysu rĕccŏ tāy,bʰojs̪u ɾet͡ʃt͡ʃo t̪ɑːj,bellow,எக்காளமிடு,Compound-Verbs,words
ꢲꢜ꣄ꢮꢶ ꢱꢵ,हट्वि सा,ஹட்வி ஸா,hat'vi saa,haTvi sA,haṭvi sā,ɦəʈʋɪ s̪ɑː,think,எண்ணமிடு,Compound-Verbs,words
ꢦ꣄ꢬꢡꢶꢤꣁꢥꢶꢒꢿꢬ꣄,प्रतिधा॑नि केर,ப்ரதிதொ4னி கேர்,pratidho'niker,pratidhOniker,pratidhŏniker,pɾət̪ɪd̪ʰon̪ɪkeːɾ,echo,எதிரொலி,Compound-Verbs,words
ꢮꢾꢣꢸꢬ꣄ ꢦꣁꢜ꣄,व॑दुर्पोट,வெது3ர்போட்,ve'dur po't',vEdur pOT,vĕdur pŏṭ,ʋed̪uɾ poʈ,Encounter/meet,எதிர்ப்படு,Compound-Verbs,words
ꢱꢵꢪꢸꢬ꣄ ꢃꢮ꣄,सामुर आव,ஸாமுர் ஆவ்,saamur aav,sAmur Av,sāmur āv,s̪ɑːmuɾ ɑːʋ,Encounter/meet,எதிர்ப்படு,Compound-Verbs,words
ꢮꢾꢣꢸꢬ꣄ ꢣꢾꢒ꣄ꢒꢶ,वेदुर द॑क्कि,வெது3ர் தெ3க்கி,ve'dur de'kki,vEdur dEkki,vĕdur dĕkki,ʋed̪uɾ d̪ekkɪ,Encounter/meet,எதிர்ப்படு,Compound-Verbs,words
ꢦ꣄ꢬꢡꢷꢒ꣄ꢯꣁ ꢒꢿꢬ꣄,प्रतीक्षो केर,ப்ரதீக்ஷொ கேர்,prateeksho' ker,pratIkzO ker,pratīkśŏ ker,pɾət̪iːkʃo keːɾ,Expect,எதிர்பார்,Compound-Verbs,words
ꢌꢣꢸꢬ ꣄ꢱꢵ,एदुर्सा,எது3ர் ஸா,e'dura saa,Edura sA,ĕdura sā,ed̪uɾə s̪ɑː,Expect,எதிர்பார்,Compound-Verbs,words
ꢬꢵꢒ꣄ ꢂꢮꢵꢜ꣄,राक अवाट,ராக் அவாட்,raak avaat',rAk avAT,rāk avāṭ,ɾɑːk əʋɑːʈ,irritate,எரிச்சலூட்டு,Compound-Verbs,words
ꢱꢷꢪꣁ ꢣꢵꢜ꣄,सीमा॑ दाट,ஸீமொ தா3ட்,seemo' daat',sImO dAT,sīmŏ dāṭ,s̪iːmo d̪ɑːʈ,exceed,எல்லைகட,Compound-Verbs,words
ꢆꢣ꣄ꢮꢿꢒ꣄ ꢒꢾꢬ꣄,उद्वेग केर,உத்3வேக்3 கேர்,udvek ke'r,udvek kEr,udvek kĕr,ud̪ʋeːk keɾ,Inspire/ motivate,எழுச்சியூட்டு,Compound-Verbs,words
ꢆꢣ꣄ꢮꢿꢔ꣄ ꢂꢮꢵꢜ꣄,उद्वेग अवाट,உத்3வேக்3 அவாட்,udveg avaat',udveg avAT,udveg avāṭ,ud̪ʋeːg əʋɑːʈ,Inspire/ motivate,எழுச்சியூட்டு,Compound-Verbs,words
ꢆꢦꢲꢵꢱ꣄ ꢒꢿꢬ꣄,उपहास केर,உபஹாஸ் கேர்,upahaas ker,upahAs ker,upahās ker,upəɦɑːs̪ keːɾ,Mock /ridicule,எள்ளிநகையாடு,Compound-Verbs,words
ꢣꢾꢔꢵꢬ꣄ꢣꢿ,द॑गार्दे,தெ3கா3ர்தே3,de'gaarde,dEgArde,dĕgārde,d̪egɑːɾd̪eː,belch,ஏப்பமிடு,Compound-Verbs,words
ꢌꢭꢪ꣄ ꢱꣂꢜ꣄,एलम्सा॑ट्,எலம்ஸோட்,e'lam sot',Elam soT,ĕlam soṭ,eləm s̪oːʈ,auction,ஏலம்விடு,Compound-Verbs,words
ꢦ꣄ꢬꢨꢥ꣄ꢡꢸ ꢒꢿꢬ꣄,प्रबन्तु केर,ப்ரப3ந்து கேர்,prabantu ker,prabantu ker,prabantu ker,pɾəbən̪t̪u keːɾ,arrange,ஏற்பாடு செய்,Compound-Verbs,words
ꢦꢹꢬ꣄ꢮꢩꢶꢥꢫꣁ ꢒꢿꢬ꣄,पूर्वाभिनया॑ केर,பூர்வாபி4னயொ கேர்,poorvabhinayo' ker,pUrvabhinayO ker,pūrvabhinayŏ ker,puːɾʋəbʰɪn̪əjo keːɾ,rehearse,ஒத்திகை நடத்து,Compound-Verbs,words
ꢱꣁꢪ꣄ꢪꢬ꣄ ꢣꣁꢨ꣄ꢨꢶꢢꣁꢮ꣄,सा॑म्मर दा॑ब्बिथोव,ஸொம்மர் தொ3ப்3பி3 தோ2வ்,so'mmar do'bbitho'v,sOmmar dObbithOv,sŏmmar dŏbbithŏv,s̪omməɾ d̪obbɪt̪ʰoʋ,Postpone/ procrastinate,ஒத்திப்போடு,Compound-Verbs,words
ꢣꣁꢨ꣄ꢨꢶꢢꣂꢮ꣄,दा॑ब्बिथोव,தொ3ப்3பி3தோ2வ்,do'bbithov,dObbithov,dŏbbithov,d̪obbɪt̪ʰoːʋ,adjourn,ஒத்திவை,Compound-Verbs,words
ꢱꢲꢫꣂꢒ꣄ ꢒꢿꢬ꣄,सहयोक केर,ஸஹயோக் கேர்,sahayok ker,sahayok ker,sahayok ker,s̪əɦəjoːk keːɾ,cooperate,ஒத்துழை,Compound-Verbs,words
ꢡꢶꢬꢯ꣄꣄ ꢒꢵꢬ,तिरश्कार,திரஶ் கார்,tirash kaara,tiraz kAra,tiraś kāra,t̪ɪɾəʃ kɑːɾə,overrule,ஒதுக்கித்தள்ளு,Compound-Verbs,words
꣄ꢒꢿꢬ꣄,केर,கேர்,ker,ker,ker,keːɾ,overrule,ஒதுக்கித்தள்ளு,Compound-Verbs,words
ꢲꢾꢞꢶ ꢡꣂꢮ꣄,ह॑डिदोव्,ஹெடி3தோவ்,he'd'i tov,hEDi tov,hĕḍi tov,ɦeɖɪ t̪oːʋ,reserve,ஒதுக்கிவை,Compound-Verbs,words
ꢮꢱꣁ ꢣꢾ,वसा॑ दे,வஸொ தே3,vaso' de',vasO dE,vasŏ dĕ,ʋəs̪o d̪e,Submit/handover,ஒப்படை,Compound-Verbs,words
ꢲꢵꢡꢸ ꢂꢒ꣄ꢰꢬ꣄ꢡꢵꢫ꣄,हातु अक्षर्ताय,ஹாது அக்ஷர்தாய்,haatu akshartaay,hAtu akSartAy,hātu akṣartāy,ɦɑːt̪u əkʂəɾt̪ɑːj,sign,ஒப்பமிடு,Compound-Verbs,words
ꢱꢶꢖ꣄ꢔꢵꢬ꣄ ꢒꢾꢬ꣄ꢭꢿ,सिङ्गार केर्ले,ஸிங்கா3ர் கெர்லே,singaar ke'rle,siGgAr kErle,siṅgār kĕrle,s̪ɪŋgɑːɾ keɾleː,do make up,ஒப்பனை செய்,Compound-Verbs,words
ꢡꣂꢡ ꣄ꢱꢵ,तोत्सा,தோத்ஸா,tota saa,tota sA,tota sā,t̪oːt̪ə s̪ɑː,compare,ஒப்பிடு,Compound-Verbs,words
ꢂꢥꢸꢪꢡꢶ ꢣꢿ,अनुमति दे,அனுமதி தே3,anumati de,anumati de,anumati de,ən̪umət̪ɪ d̪eː,consent,ஒப்புதலளி,Compound-Verbs,words
ꢱꢪ꣄ꢫꣂꢙꢥꣁ ꢒꢿꢬ꣄,सम्योजना॑ केर,ஸம்யோஜனொ கேர்,samyojano' ker,samyojanO ker,samyojanŏ ker,s̪əmjoːd͡ʒən̪o keːɾ,co-ordinate,ஒருங்கிணை,Compound-Verbs,words
ꢤ꣄ꢫꢵꢥ꣄ ꢫꣂꢒ꣄ ꢒꢿꢬ꣄,ध्यान योक केर,த்4யான் யோக் கேர்,dhyaan yok ker,dhyAn yok ker,dhyān yok ker,d̪ʰjɑːn̪ joːk keːɾ,concentrate,ஒருமுனைப்படுத்து,Compound-Verbs,words
ꢬꢹꢦ꣄ ꢥꢾꢬ꣄ꢦꢶ,रूप न॑र्पि,ரூப்நெர்பி,roop ne'rpi,rUp nErpi,rūp nĕrpi,ɾuːp n̪eɾpɪ,telecast,ஒளிபரப்பு,Compound-Verbs,words
ꢙꢾꢡꣁ ꢗꢾꢬ꣄,ज॑ता॑ चेर,ஜெதொ சேர்,je'to' che'r,jEtO cEr,jĕtŏ cĕr,d͡ʒet̪o t͡ʃeɾ,unite,ஒன்றுகூடு,Compound-Verbs,words
ꢙꢾꢡꣁ ꢗꢾꢬ꣄ꢗꢶ,ज॑ता॑ च॑र्चि,ஜெதொ செர்சி,je'to' che'rchi,jEtO cErci,jĕtŏ cĕrci,d͡ʒet̪o t͡ʃeɾt͡ʃɪ,"unite, assemble",ஒன்றுசேர்,Compound-Verbs,words
ꢤꢪꢶ ꢙꢵ,धमि जा,த4மி ஜா,dhami jaa,dhami jA,dhami jā,d̪ʰəmɪ d͡ʒɑː,elope,ஒடிப்போ,Compound-Verbs,words
ꢥꢶꢮ꣄ꢬꢸꢡꢶ ꢲꣂ,निव्रुति हो,நிவ்ருதி ஹோ,nivruti ho,nivruti ho,nivruti ho,n̪ɪʋɾut̪ɪ ɦoː,retire,ஒய்வுபெறு,Compound-Verbs,words
ꢗꢶꢡ꣄ꢬꢸ ꢭꢶꢓꢶ,चित्रु लिखि,சித்ரு லிகி2,chitru likhi,citru likhi,citru likhi,t͡ʃɪt̪ɾu lɪkʰɪ,paint,ஒவியம்தீட்டு,Compound-Verbs,words
ꢡꢶꢬ꣄ꢪꢵꢥ꣄ ꢒꢾꢬ꣄ꢭꢿ,तिर्मान क॑र्ले,திர்மான் கெர்லே,tirmaan ke'rle,tirmAn kErle,tirmān kĕrle,t̪ɪɾmɑːn̪ keɾleː,make up mind,கங்கணங்கட்டு,Compound-Verbs,words
ꢒꢿꢜ ꣄ꢩꢥ꣄ꢣꢶꢭꢿ,केट् भन्दिले,கேட் ப4ந்தி3லே,ket'a bhandile,keTa bhandile,keṭa bhandile,keːʈə bʰən̪d̪ɪleː,begirdle,கச்சைகட்டு,Compound-Verbs,words
ꢱꢸꢭ꣄ꢒꣁ ꢩꢥ꣄ꢣꢶ,सुल्का॑ भन्दि,ஸுல்கொ ப4ந்தி3,sulko' bhandi,sulkO bhandi,sulkŏ bhandi,s̪ulko bʰən̪d̪ɪ,remit fee,கட்டணங்கட்டு,Compound-Verbs,words
ꢃꢙ꣄ꢛꣁ ꢣꢿ,आजञो दे,ஆஜ்ஞொ தே3,aajnyo' de,AjJO de,ājñŏ de,ɑːd͡ʒɲo d̪eː,to issue an order,கட்டளைபிறப்பி,Compound-Verbs,words
ꢃꢙ꣄ꢛꣁꢣꢿ ꢡꢵꢫ꣄,आजञो ताय,ஆஜ்ஞொதாய்,aajnyo'de taay,AjJOde tAy,ājñŏde tāy,ɑːd͡ʒɲod̪eː t̪ɑːj,command,கட்டளையிடு,Compound-Verbs,words
ꢨꢭꢮꢥ꣄ꢡꢸ ꢒꢿꢬ꣄,बलवन्तु केर्,ப3ல்வந்து கேர்,balavantu ker,balavantu ker,balavantu ker,bələʋən̪t̪u keːɾ,compel,கட்டாயப்படுத்து,Compound-Verbs,words
ꢂꢤꢶꢒꢵꢬꢸꢪ꣄ ꢬꢴꢵ,अधिकारुम र्हा,அதி4காரும் ரா:,adhikaarum rhaa,adhikArum rhA,adhikārum rhā,əd̪ʰɪkɑːɾum ɾɦɑː,be under control,கட்டுக்கடங்கு,Compound-Verbs,words
ꢥꢶꢫꢥ꣄ꢡ꣄ꢬꢠꣁꢒꢿꢬ꣄,नियन्त्रणा॑केर,நியந்த்ரணொகேர்,niyantrano'ker,niyantraNOker,niyantraṇŏker,n̪ɪjən̪t̪ɾəɳokeːɾ,control,கட்டுப்படுத்து,Compound-Verbs,words
ꢒꢾꢜ꣄ꢜꢸ ꢡꢵꢫ꣄,केट्टु ताय,கெட்டுதாய்,ke't't'u taay,kETTu tAy,kĕṭṭu tāy,keʈʈu t̪ɑːj,bandage,கட்டுப்போடு,Compound-Verbs,words
ꢲꢾꢳ꣄ꢳꢶꢶ ꢙꢵ,ह॑ळ्ळि जा,ஹெள்ளி ஜா,he'l'l'ii jaa,hELLii jA,hĕl̤l̤ii jā,ɦeɭɭɪɪ d͡ʒɑː,kidnap,கடத்திச்செல்,Compound-Verbs,words
ꢒꢬ꣄ꢡꢮ꣄ ꢒꢿꢬ꣄,कर्तव केर,கர்தவ் கேர்,kartav ker,kartav ker,kartav ker,kəɾt̪əʋ keːɾ,do the duty,கடமையாற்று,Compound-Verbs,words
ꢬꢷꢠ꣄ ꢦꣂꢜ꣄,रीण पोट,ரீண் போட்,reen pot',rIN poT,rīṇ poṭ,ɾiːɳ poːʈ,Get indebted,கடன்படு,Compound-Verbs,words
ꢬꢷꢠ꣄ ꢓꢵꢜ꣄,रीण खाट,ரீண்கா2ட்,reen khaat',rIN khAT,rīṇ khāṭ,ɾiːɳ kʰɑːʈ,borrow,கடன்வாங்கு,Compound-Verbs,words
ꢓꢾꢜꢶꢥ꣄ ꢒꢿꢬ꣄,खेटिन्केर्,கெ2டின் கேர்,khe't'in ker,khETin ker,khĕṭin ker,kʰeʈɪn̪ keːɾ,harden,கடினமாக்கு,Compound-Verbs,words
ꢂꢥꢸꢱꢬꢶꢭꢾ,अनुसरिले,அனுஸரிலே,anusarile',anusarilE,anusarilĕ,ən̪us̪əɾɪle,follow,கடைபிடி,Compound-Verbs,words
ꢡꣁꢬꢶ ꢙꢵ,ता॑रि जा,தொரி ஜா,to'ri jaa,tOri jA,tŏri jā,t̪oɾɪ d͡ʒɑː,follow,கடைபிடி,Compound-Verbs,words
ꢔꢪ꣄ꢗꢶ ꢱꢾꢫ꣄ꢭꢿ,गम्चि स॑य्ले,க3ம்சி ஸெய்லே,gamchi se'yle,gamci sEyle,gamci sĕyle,gəmt͡ʃɪ s̪ejleː,Watch/ superintend,கண்காணி,Compound-Verbs,words
ꢣꣁꢳꣁ ꢪꢶꢱ꣄ꢒꢶ,दा॑ळा॑ मिस्कि,தொ3ளொ மிஸ்கி,do'l'o' miski,dOLO miski,dŏl̤ŏ miski,d̪oɭo mɪs̪kɪ,wink,கண்சிமிட்டு,Compound-Verbs,words
ꢓꢠ꣄ꢞꢠꣁ ꢒꢿꢬ꣄,खण्डणा॑ केर्,க2ண்ட3ணொ கேர்,khand'ano' ker,khaNDaNO ker,khaṇḍaṇŏ ker,kʰəɳɖəɳo keːɾ,condemn,கண்டனம் செய்,Compound-Verbs,words
ꢣꢾꢒ꣄ꢒꢶ ꢤꢿꢬ꣄,द॑क्कि धेर्,தெ3க்கிதே4ர்,de'kki dher,dEkki dher,dĕkki dher,d̪ekkɪ d̪ʰeːɾ,"discover, invent",கண்டுபிடி,Compound-Verbs,words
ꢣꣁꢳꢵꢪ꣄ꢦꢥꢶ ꢓꢵꢜ꣄,दा॑ळाम्पनि खाट,தொ3ளாம்பனி கா2ட்,do'l'aampani khaat',dOLAmpani khAT,dŏl̤āmpani khāṭ,d̪oɭɑːmpən̪ɪ kʰɑːʈ,shed tears,கண்ணீர்சொரி,Compound-Verbs,words
ꢣꣁꢳꣁꢲꣁꢬ꣄ ꢱꢾꢫ꣄ꢭꢿ,दा॑ळा॑होर स॑य्ले,தொ3ளொஹோர் ஸெய்லே,do'l'o'ho'r se'yle,dOLOhOr sEyle,dŏl̤ŏhŏr sĕyle,d̪oɭoɦoɾ s̪ejleː,see,கண்ணுறு,Compound-Verbs,words
ꢭꢴꢾꢒ꣄ꢒꣁ ꢒꢿꢬ꣄,ल्ह॑क्को केर,லெ:க்கொ கேர்,lhe'kko' ker,lhEkkO ker,lhĕkkŏ ker,lɦekko keːɾ,"enumerate, to account",கணக்கிடு,Compound-Verbs,words
ꢒꢵꢪ꣄ ꢲꢶꢨ꣄ꢨꢵꢜ꣄,काम हिब्बाट,காம் ஹிப்3பா3ட்,kaam hibbaat',kAm hibbAT,kām hibbāṭ,kɑːm ɦɪbbɑːʈ,lock-out,கதவடை,Compound-Verbs,words
ꢒꢾꢬꢥ꣄ ꢒꢭꢥꢵꢡꣁ ꢬꢴꢵ,क॑रन कलनाता॑ र्हा,கெரன் களனாதொ ரா:,ke'ran kalanaato' rhaa,kEran kalanAtO rhA,kĕran kalanātŏ rhā,keɾən̪ kələn̪ɑːt̪o ɾɦɑː,Be at a loss,கதிகலங்கு,Compound-Verbs,words
ꢕꢾꢬ꣄ꢮꢵꢬ꣄ ꢬꢴꢵ,घ॑र्वार् र्हा,கெ4ர்வார் ரா:,ghe'rvaar rhaa,ghErvAr rhA,ghĕrvār rhā,gʰeɾʋɑːɾ ɾɦɑː,conceive,கர்ப்பம்தரி,Compound-Verbs,words
ꢔꢬ꣄ꢩꢸ ꢙꢵꢮꢵꢜ꣄,गर्भु जवाट,க3ர்பு4 ஜவாட்,garbhu jaavaat',garbhu jAvAT,garbhu jāvāṭ,gəɾbʰu d͡ʒɑːʋɑːʈ,abort,கருச்சிதைவு செய்,Compound-Verbs,words
ꢂꢩꢶꢦ꣄ꢬꢵꢫꢪ꣄ ꢱꢖ꣄ꢔꢶ,अभिप्रायम्सङ्गि,அபி4ப்ராய்ஸங்கி3,abhipraayam sangi,abhiprAyam saGgi,abhiprāyam saṅgi,əbʰɪpɾɑːjəm s̪əŋgɪ,opine,கருத்துரை,Compound-Verbs,words
ꢒꢾꢜ꣄ꢜꢣꢞꢱ꣄ꢡꢶ ꢱꣁ ꢙꢵ,क॑ट्टदडास्ति सा॑ जा,கெட்டத3டா3ஸ்திஸொ ஜா,ke't't'adad'asti so' jaa,kETTadaDasti sO jA,kĕṭṭadaḍasti sŏ jā,keʈʈəd̪əɖəs̪t̪ɪ s̪o d͡ʒɑː,find no bound,கரைபுரள்,Compound-Verbs,words
ꢩ꣄ꢬꢪꣁ ꢲꣂ,भ्रमो हो,ப்4ரமொ ஹோ,bhramo' ho,bhramO ho,bhramŏ ho,bʰɾəmo ɦoː,Be confounded/ be confused,கலக்கமடை,Compound-Verbs,words
ꢒꢭꢲꣁꢒꢿꢬ꣄,कलहा॑ केर,கலஹொ கேர்,kalaho'ker,kalahOker,kalahŏker,kələɦokeːɾ,"riot, rebel",கலகம் செய்,Compound-Verbs,words
ꢂꢬꢵꢙꢒꢡꣁ ꢒꢿꢬ꣄,अराजकता॑ केर,அராஜகதொ கேர்,araajakato' ker,arAjakatO ker,arājakatŏ ker,əɾɑːd͡ʒəkət̪o keːɾ,"riot, rebel",கலகம் செய்,Compound-Verbs,words
ꢒꢭꢲꣁ ꢒꢾꢬꢵꢜ꣄,कलहा॑ क॑राट,கலஹொ கெராட்,kalaho' ke'raat',kalahO kErAT,kalahŏ kĕrāṭ,kələɦo keɾɑːʈ,Plunge into riot,கலவரப்படுத்து,Compound-Verbs,words
ꢪꣁꢥ꣄ꢥꢸ ꢒꢮ꣄ꢭꢫꢶ ꢬꢴꢵ,मोन्नु कव्लयि र्हा,மொன்னு கவ்லயி ரா:,mo'nnu kavlayi rhaa,mOnnu kavlayi rhA,mŏnnu kavlayi rhā,mon̪n̪u kəʋləjɪ ɾɦɑː,Get agitated,கலவரமடை,Compound-Verbs,words
ꢒꢾꢳ꣄ꢳꢸ ꢏꢜ꣄ꢗꢶ,क॑ळ्ळु आ॑ट्चि,கெள்ளு ஒட்சி,ke'l'l'u o't'chi,kELLu OTci,kĕl̤l̤u ŏṭci,keɭɭu oʈt͡ʃɪ,brew,கள்ளிறக்கு,Compound-Verbs,words
ꢒꢭ꣄ꢦꢥꣁ ꢒꢾꢬ꣄,कल्पना॑ केर,கல்பனொகேர்,kalpano' ke'r,kalpanO kEr,kalpanŏ kĕr,kəlpən̪o keɾ,imagine,கற்பனை செய்,Compound-Verbs,words
ꢥꢿꢪꣁ ꢥꢵꢯ꣄꣄,न॑मा॑ नाश,நேமொ நாஶ்,nemo' naash,nemO nAz,nemŏ nāś,n̪eːmo n̪ɑːʃ,Corrupt/ stain,கறைப்படுத்து,Compound-Verbs,words
ꢒꢵꢜ꣄ ꢦꣁꢞꢜ꣄,काट पा॑डाट,காட் பொடா3ட்,kaat' po'd'at',kAT pODaT,kāṭ pŏḍaṭ,kɑːʈ poɖəʈ,Corrupt/ stain,கறைப்படுத்து,Compound-Verbs,words
ꢱꣁꢦ꣄ꢥꣁ ꢣꢾꢒ꣄ꢒꢶ,सा॑प्ना॑ देक्कि,ஸொப்னொ தெ3க்கி,so'pno' de'kki,sOpnO dEkki,sŏpnŏ dĕkki,s̪opn̪o d̪ekkɪ,dream,கனவுகாண்,Compound-Verbs,words
ꢣꢬ꣄ꢯꢥꣁ ꢣꢿ,दर्शना॑ दे,த3ர்ஶனொ தே3,darshano' de,darzanO de,darśanŏ de,d̪əɾʃən̪o d̪eː,appear,காட்சியளி,Compound-Verbs,words
ꢣꢾꢒ꣄ꢒꢞꢶ ꢣꢿ,त॑क्कडि दे,தெ3க்கடி3தே3,de'kkad'i de,dEkkaDi de,dĕkkaḍi de,d̪ekkəɖɪ d̪eː,betray,காட்டிக்கொடு,Compound-Verbs,words
ꢪꣂꢱ꣄ ꢒꢿꢬ꣄,मोस केर,மோஸ் கேர்,mos ker,mos ker,mos ker,moːs̪ keːɾ,betray,காட்டிக்கொடு,Compound-Verbs,words
ꢣꢸꢬꣂꢲ꣄ ꢒꢿꢬ꣄,दुरोह केर,து3ரோஹ் கேர்,duroh ker,duroh ker,duroh ker,d̪uɾoːɦ keːɾ,betray,காட்டிக்கொடு,Compound-Verbs,words
ꢬꢒ꣄ꢒꢶ ꢬꢴꢵ,र:क्कि र्हा,ர:க்கி ரா:,rakki rhaa,rakki rhA,rakki rhā,ɾəkkɪ ɾɦɑː,wait,காத்திரு,Compound-Verbs,words
ꢦ꣄ꢬꢿꢮ꣄ ꢦꣁꢜ꣄,प्रेव पोट,ப்ரேவ்போட்,prev po't',prev pOT,prev pŏṭ,pɾeːʋ poʈ,Fall in love,காதல்கொள்,Compound-Verbs,words
ꢒꢵꢥꢸꢪ꣄ ꢦꣂꢜ꣄,कानुम पोट,கானும் போட்,kaanum pot',kAnum poT,kānum poṭ,kɑːn̪um poːʈ,hear,காதில்விழு,Compound-Verbs,words
ꢒꢵꢥ꣄ ꢲꣂꢬ꣄ ꢎꢒꢶ,कान होर ऐकि,கான் ஹோர் ஐகி,kaan hor aiki,kAn hor aiki,kān hor aiki,kɑːn̪ ɦoːɾ əɪkɪ,listen,காதுகொடு,Compound-Verbs,words
ꢕꢵꢪ꣄ ꢦꣂꢜ꣄,घाम्पोट,கா4ம் போட்,ghaam pot',ghAm poT,ghām poṭ,gʰɑːm poːʈ,get wounded,காயம்படு,Compound-Verbs,words
ꢕꢵꢪ꣄ ꢦꣁꢞꢜ꣄,घाम्पा॑डाट,கா4ம் பொடா3ட்,ghaam po'd'at',ghAm pODaT,ghām pŏḍaṭ,gʰɑːm poɖəʈ,wound,காயப்படுத்து,Compound-Verbs,words
ꢒꢵꢭ꣄ ꢲꣁ,काल हो,கால் ஹோ,kaal ho',kAl hO,kāl hŏ,kɑːl ɦo,expire,காலமாகு,Compound-Verbs,words
ꢣꢾꢮ꣄ꢒꢫꢶ ꢙꢵ,द॑व्कयि जा,தெ3வ்கயி ஜா,de'vkayi jaa,dEvkayi jA,dĕvkayi jā,d̪eʋkəjɪ d͡ʒɑː,expire,காலமாகு,Compound-Verbs,words
ꢒꢵꢨꢥ꣄ꢣꢸ ꢒꢿꢬ꣄,काबन्दु केर,காப3ந்து3 கேர்,kaabandu ker,kAbandu ker,kābandu ker,kɑːbən̪d̪u keːɾ,guard,காவல்செய்,Compound-Verbs,words
ꢩꢷꢡꢶꢒꢿꢬ꣄,भीतिकेर,பீ4திகேர்,bheetiker,bhItiker,bhītiker,bʰiːt̪ɪkeːɾ,scare,கிலியூட்டு,Compound-Verbs,words
ꢤꢵꢒ꣄ ꢂꢮꢵꢜ꣄,धाक अवाट,தா4க் அவாட்,dhaak avaat',dhAk avAT,dhāk avāṭ,d̪ʰɑːk əʋɑːʈ,scare,கிலியூட்டு,Compound-Verbs,words
ꢱꢛ꣄ꢗꢭꢥꣁ ꢲꣂ,सञ꣄चलना॑ हो,ஸஞ்சலனொ ஹோ,sanchalano' ho,saJcalanO ho,sañcalanŏ ho,s̪əɲt͡ʃələn̪o ɦoː,get stimulated,கிளர்ச்சியடை,Compound-Verbs,words
ꢱꢛ꣄ꢗꢭꢥꣁ ꢒꢿꢬ꣄,सञ꣄चलना॑ केर,ஸஞ்சலனொ கேர்,sanchalano' ker,saJcalanO ker,sañcalanŏ ker,s̪əɲt͡ʃələn̪o keːɾ,stimulate,கிளர்ச்சியூட்டு,Compound-Verbs,words
ꢃꢙ꣄ꢛꣁ ꢦꢵꢭꢥꣁ ꢒꢿꢬ꣄,आजञो पालना॑ केर,ஆஜ்ஞொ பாலனொ கேர்,aajnyo' paalano' ker,AjJO pAlanO ker,ājñŏ pālanŏ ker,ɑːd͡ʒɲo pɑːlən̪o keːɾ,obey,கீழ்ப்படி,Compound-Verbs,words
ꢃꢙ꣄ꢛꣁꢤꢵꢥꢸ ꢗꢵꢭ꣄,आजञोधानु चाल,ஆஜ்ஞொதா4னு சால்,aajnyo'dhaanu chaal,AjJOdhAnu cAl,ājñŏdhānu cāl,ɑːd͡ʒɲod̪ʰɑːn̪u t͡ʃɑːl,obey,கீழ்ப்படி,Compound-Verbs,words
