source,target
ꢂꢜꢵꢠ꣄ꢒꢒꢥ꣄,அடக்க ஒடுக்கமாக
ꢩꢮ꣄ꢫꢖ꣄ꢒꢥ꣄,அடக்கமாக
ꢧꢶꢬꢶꢧꢶꢬꢶ,அடிக்கடி
ꢡꢾꢬ꣄ꢱꢸ,அடிக்கடி
ꢭꢾꢔꢸꢡꣁ,அடுத்ததாக
ꢧꢬꢡꢸ,அடுத்ததாக
ꢧꢬꣁ ꢧꢳ꣄ꢗꣁ,அடுத்ததாக
ꢲꣁꢭ꣄ꢭꣁ,அடுத்ததாக
ꢧꢭ꣄ꢗꣁ,அடுத்து
ꢡꢶꢫꢾꢢꢵꢥꢸꢒ꣄,அதன்படி
ꢡꢶꢫꢾ ꢧꢭ꣄ꢗꣁ,அதன் பின்
ꢭꢾꢥ꣄ꢡꣁ,அதனால்
ꢡꢾꢭ꣄ꢫꢒꢲꢵꢭ꣄,அதன்விளைவாக
ꢂꢬ꣄ꢢꢵꢡ꣄,அதாவது
ꢂꢡꢶꢬ꣄ꢰ꣄ꢜꢸꢒꢥꢶ,அதிர்ஷ்டவசமாக
ꢥꢶꢫꢵꢮ꣄ ꢥꢴꢷꢡꣁ,அநியாயமாக
ꢬꢪꢵ ꢬꢪꢶ,அநேகமாக
ꢆꢥ꣄ꢥ ꢆꢦꢶꢬ꣄ꢒꢥꢶ,அநேகமாக
ꢡꣂꢬꢫꢪ꣄ꢒꢥꢶ,அநேகமாக
ꢡꢾꢒ ꢧꢭ꣄ꢗꣁ,அப்பால்
ꢣꢸꢣꢹꢬ꣄,அப்பால்
ꢲꢾꢡꢵꢬ꣄ꢡ꣄ꢡꢸꢒꢥ꣄,அப்பாவித்தனமாக
ꢡꢶꢫꢾ ꢦꢭ꣄ꢗꣁ,அப்புறம்
ꢡꢿ ꢮꢿꢳ꣄,அப்போது
ꢡ꣄ꢫꢮꢿꢳ꣄,அப்போது
ꢂꢥ꣄ꢫꢵꢮ꣄ꢒꢥꢶ,அபாண்டமாக
ꢂꢦꢹꢬ꣄ꢦꢸꢒꢥ꣄,அபூர்வமாக
ꢤꢵꢪ꣄ ꢤꢹꢪ꣄ꢒꢥ꣄,அமர்க்களமாக
ꢯꢵꢥ꣄ꢡꢶꢒꢥ꣄,அமைதியாக
ꢭꢾꢔꢸꢡ꣄ꢡ,அருகில் /அருகே
ꢡꣁ,அருகில் /அருகே
ꢗꣁꢒ꣄ꢒꢜ꣄ꢒꢥ꣄,அருமையாக
ꢒꢶꢖ꣄ꢒꢶꢬ꣄ꢥꢶ,அருவருப்பாக
ꢲꢣ꣄ꢣꢵꢪꢸꢣ꣄ꢣꢸ,அரைகுறையாக
ꢪꢴꢣ꣄ꢣꢶꢪ꣄,அரைகுறையாக
ꢂꢱꢶꢖ꣄ꢒꢪ꣄ꢒꢥ꣄,அலங்கோலமாக
ꢂꢭꢞ꣄ꢱꢶꢫꢪ꣄ꢒꢥ꣄,அலட்சியமாக
ꢡꢶꢒ꣄ꢒꢾ,அவ்வளவு
ꢡꢶꢱꣁ,அவ்வாறு
ꢡꢶꢱꢥꢶ,அவ்விதம்
ꢂꢮ꣄ꢱꢬ꣄ꢒꢥ꣄,அவசரமாக
ꢱꢶꢖ꣄ꢒꢵꢬ꣄ꢒꢥ꣄,அழகாக
ꢙꢞꢒꢥ꣄,அழுத்தமாக
ꢤꢶꢣꢮ꣄ꢒꢥ꣄,அழுத்தமாக
ꢣꢾꢛ꣄ꢗꢸꢒꢥ꣄,அழுத்தமாக
ꢦꢶꢬꢿꢒꢥ꣄,அன்பாக
ꢲꢵꢭꢶꢪ꣄,ஆகையால்
ꢔꢾꢬꢸꢮ꣄ꢒꢥ꣄,ஆங்காரமாக
ꢃꢯ꣄ꢗꢬ꣄ꢫꢸꢒꢥ꣄,ஆச்சரியமாக
ꢃꢱ꣄ꢡꢒꢥ꣄,ஆசையாக
ꢪꣂꢙꢒꢥꢶ,ஆடம்பரமாக
ꢏꢬ꣄ꢱꣁꢬ꣄ꢱꢸꢒꢥꢶ,ஆண்டுதோறும்
ꢣꢷꢬ꣄ꢕꢸꢒꢥꢶ,ஆணித்தரமாக
ꢃꢣꢬꢮ꣄ꢒꢥꢶ,ஆதரவாக
ꢆꢡ꣄ꢱꢵꢲ꣄ꢒꢥꢶ,ஆர்வமாக
ꢱꢸꢱ꣄ꢡꢶꢒꢥꢶ,ஆரோக்கியமாக
ꢂꢖ꣄ꢓꢹꢬ꣄ꢒꢥꢶ,ஆவேசமாக
ꢭꣂꢡ꣄ꢒꢥꢶ,ஆழமாக
ꢗꢪꢤꢵꢥ꣄ꢒꢥꢶ,ஆறுதலாக
ꢡꣀꢬꢦꣂꢒ꣄,இடது பக்கமாக
ꢪꢴꢣ꣄ꢣꢶꢪꢴꢣ꣄ꢣꢶꢪ꣄,இடையிடையே
ꢂꢞ꣄ꢜꢪ꣄ꢒꢥꢶ ꢂꢮ꣄ꢞꢒꢥꢶ,இடையூறாக
ꢱꢪ꣄ꢪꢡ꣄ꢒꢥꢶ,இணக்கமாக
ꢗꢾꢬꢶꢒꢥꢶ,இணையாக
ꢄꢱꢒꢥ꣄ ꢌꢭ꣄ꢫꢒꢲꢵꢭ꣄,இதன் மூலமாக/இதனால்
ꢫꢿꢭꢾꢥ꣄ꢡꢸ,இதுவரை
ꢂꢡ꣄ꢡꣁ,இப்பொழுது/ இப்போது
ꢦ꣄ꢬꢒ꣄ꢬꢸꢡꢶꢒꢥꢶ,இயற்கையாக
ꢱ꣄ꢮꢩꢵꢮ꣄ꢒꢥꢶ,இயல்பாக
ꢡꢫꢒꢥꢶ,இரக்கமாக
ꢬꢲꢱ꣄ꢫꢸꢪ꣄ꢒꢥꢶ,இரகசியமாக
ꢣꢶꢮꢫꢾ,இரண்டாவதாக
ꢣꢷꢮꣂꢜ꣄,இருமடங்காக
ꢔꣂꢱ꣄ ꢥꢶꢯ꣄ꢯꢸꢭ꣄ꢒꢸꢒꢥꢶ,இலவசமாக
ꢲꢭ꣄ꢒꢒꢥꢶ,இலேசாக
ꢲꢮ꣄ꢭꢒꢥꢶ꣄,இலேசாக
ꢄꢒ꣄ꢒ,இவ்வளவு
ꢄꢱꣁ,இவ்வாறாக
ꢄꢱꢥꢶ,இவ்வாறாக
ꢲꢸꢡ꣄ꢡꢸꢬꢱ꣄ꢡꢶꢱꣁ,இறக்கமாக
ꢲꣂꢜ꣄ꢒꢥꢶ,இறுக்கமாக/இறுக்கம்
ꢲꣁꢜ꣄,இறுக்கமாக/இறுக்கம்
ꢔꢸꢳ꣄ꢳꢾꢒꢥꢶ,இனிமையாக
ꢔꢸꢳ꣄ꢳꢾ,இனிமையாக
ꢗꢾꢬ꣄ꢒꢵ ꢗꢾꢬ꣄ꢒꣁ,ஈடாக
ꢩꢶꢡ꣄ꢡꢬ꣄,உட்பக்கமாக
ꢩꢶꢡ꣄ꢡꢬꢸꢡꣁꢒꢥ꣄,உட்புறத்திலிருந்து
ꢡꢾꢥ꣄ꢥꢮꢾꢖ꣄ꢔꢸꢪ꣄,உடனடியாக
ꢡꢡ꣄ꢒ꣄ꢰꢠꢪ꣄,உடனடியாக
ꢍꢮꢿꢳ꣄,உடனடியாக
ꢥꢶꢙꢪ꣄ꢒꢥꢶ ꢱꢾꢡ꣄ꢡꢸꢒꢥꢶ ꢬꢴꢡ꣄ꢡꢤꢵꢥꢸ,உண்மையாக
ꢩꢮ ꢮꢱꢒꢥꢶ ꢩꢵꢮ ꢦꢹꢬ꣄ꢠꢒꢥꢶ,உணர்ச்சிவசகமாக
ꢆꢖ꣄ꢗ,உயரமாக
ꢆꢖ꣄ꢗꢒꢥꢶ,உயரமாக
ꢆꢥ꣄ꢥꢡꢸꢒꢥꢶ,உயர்வாக
ꢕꢾꢜ꣄ꢜꢶ,உரக்க
ꢒꢬꢸꢠꢱꢾꢬꣁ,உருக்கமாக
ꢂꢜꢸꢒ꣄ꢒꢥꢶ,உள்ளாக
ꢩꢶꢡ꣄ꢡꢬ꣄ꢒꢥꢶ,உள்ளாக
ꢩꢶꢱ꣄ꢡꢬ꣄,உள்ளே
ꢒꢸꢱ꣄ꢒꢶꢥꢶꢒꢥꢶ,உறுத்தலாக
ꢤꢶꢞꢮ꣄ꢒꢥꢶ,உறுதியாக
ꢯ꣄ꢬꢿꢱ꣄ꢲ꣄ꢝꢸꢒꢥꢶ ꢪꢿꢜꢸꢒꢥꢶ,உன்னதமாக
ꢙꢵꢔ꣄ꢬꢡꢒꢥꢶ,உன்னிப்பாக
ꢪꢵꢤ꣄ꢫꢪꢒꢥꢶ,ஊடாக
ꢞꢪ꣄ꢨꢷꢔꢒꢥꢶ,ஊதாரித்தனமாக
ꢙꢵꢒ꣄ꢬꢡꣁ ꢙꢵꢒ꣄ꢬꢡꢒꢥꢶ,எச்சரிக்கையாக
ꢱꢵꢮ꣄ꢤꢵꢥ꣄ꢒꢥꢶ,எச்சரிப்பாக
ꢮꢾꢡꢸꢬ꣄ꢱꢵꢥꢵꢡ꣄ꢡꢒ꣄,எதிர்பாரதா விதமாக
ꢡꢶꢬꢔ꣄ꢒꢥꢶ,எதிர்மாறாக
ꢡꢶꢬꢔ꣄,எதிராக
ꢱꢵꢥꢸꢬ꣄,எதிரே
ꢒꢶꢱꢒꢷ,எப்படியோ
ꢒꣂꢥꢒꢷ,எப்படியோ
ꢓꣁꢨ꣄ꢨꢶꢪ꣄,எப்பொழுதும் / என்றும்
ꢱꢣꢵ,எப்பொழுதும் / என்றும்
ꢙꢵꢳ꣄꣄ꢒꢥꢶ,எரிச்சலாக
ꢭꢴꢾꢕꢸꢮ꣄ꢒꢥꢶ,எளிதாக
ꢱꢵꢤꢵꢬꢠ꣄ꢒꢥꢶ,எளிமையாக
ꢓꣁꢨ꣄ꢨꣁ,என்று
ꢓꣁꢨ꣄ꢨꢵꢒ꣄,என்று
ꢲꣁꢫꢾꢡ꣄ꢥꢪꢾꢳ꣄ꢳꢶ ꢲꣁꢫꢾꢡꢶꢥ꣄,எனினும்
ꢔꣁꢨ꣄ꢨꢶꢪ꣄,என்றென்றைக்கும்
ꢱꢣꢵ,என்றென்றைக்கும்
ꢚꢸꢒ꣄ꢒꢸ,ஏராளமாக
ꢮꢿꢥ꣄ꢒꢥꢶ ꢂꢦꢬꢶꢪꢶꢡ꣄ꢒꢥꢶ,ஏராளமாக
ꢧꣀꢭꣂꢱ꣄,ஏற்கனவே
ꢪꢸꢭ꣄ꢭꣂꢱ꣄,ஏற்கனவே
ꢬꢪꢵꢬꢪꢶ ꢆꢥ꣄ꢥ ꢆꢦꢶꢬ꣄ꢒꢥꢶ,எறக்குறைய
ꢱꢾꢥ꣄ꢡꢿꢮ꣄ꢒꢥꢶꢱꣁꢪ꣄ꢱꢒꢥꢶ,ஐயமாக
ꢂꢭꢔ꣄ꢔ,ஒதுக்குப்புறமாக
ꢱꢵꢪꢡꢶ,ஒப்பாக
ꢏꢒ꣄ꢒꢮꢿꢭꢸꢪ꣄,ஒருக்கால்
ꢓꣁꢨ꣄ꢨꢶꢪ꣄ꢥꢴꢷ,ஒருக்காலும்
ꢏꢒ꣄ꢒꢥꢶ,ஒருசேர
ꢏꢒꢮꢿꢭ꣄,ஒரு வேளை
ꢒꢶꢱꢒꢶ,ஒருவழியாக
ꢐꢒ꣄ꢒꢥ꣄,ஒரேயடியாக
ꢂꢭꢔ꣄ꢔ ꢂꢭꢔ꣄ꢔꢒꢥꢶꢐꢒꣂꢒ꣄ꢙꢥꢒꢥꢶ,ஒவ்வொருவராக
ꢐꢒꣂꢒ꣄ꢒꢥꢶꢐꢒꣂꢒ꣄ꢫꢒꢥꢶ,ஒவ்வொன்றாக
ꢒꢶꢬꢪꢖ꣄ꢒꢥ꣄,ஒழுங்காக
ꢒꢶꢬꢪꢪ꣄,ஒன்றன்பின் ஒன்றாக
ꢮꢶꢱ꣄ꢬꢵꢥ꣄ꢡꢶꢒꢥ꣄,ஒய்வாக
ꢐꢬ꣄ꢡꢒꢥ꣄,ஒரமாக
ꢒꣁꢜꢸꢒ꣄ꢒꢥ꣄,கசப்பாக
ꢡꢶꢗ꣄ꢗꢥ꣄ꢒꢥꢶ,கசப்பாக
ꢭꣂꢩꢶꢒꢥ꣄,கஞ்சத்தனமாக
ꢥꢶꢯ꣄꣄ꢗꢫꢸꢒꢥꢶ,கட்டாயமாக
ꢕꢾꢜ꣄ꢜꢶ,கட்டியாக
ꢕꢾꢜ꣄ꢜꢶꢒꢥꢶ,கட்டியாக
ꢤꢶꢬꢸꢞꢔꢵꢡ꣄ꢬꢸꢒꢥꢶ,கட்டுறுதியாக
ꢱꢥꢶꢪ꣄,கட்புலனாக
ꢓꢾꢜꢶꢥ꣄,கடினமாக
ꢓꢾꢜꢶꢥ꣄ꢒꢥꢶ,கடினமாக
ꢱꢾꢡ꣄ꢭꢒꢥꢶ,கடைசியாக
ꢂꢥ꣄ꢡꢶꢪꢒꢥꢶ,கடைசியாக
ꢓꢠ꣄ꢞꢶꢦ꣄ꢒꢥꢶ,கண்டிப்பாக
ꢣꣁꢳꣁ ꢚꢫ꣄ꢭꢶ,கண்மூடித்தனமாக
ꢔꢵꢪ꣄ꢨꢷꢬ꣄ꢒꢥꢶ,கம்பீரமாக
ꢔꢾꢬꢸꢮ꣄,கர்வமாக
ꢒꢾꢬꢸꢮ꣄ꢒꢥꢶ,கரகரப்பாக
ꢒꢵꢳ,கருமையாக
ꢮꢾꢞꢶꢒ꣄ꢒꢥꢶ,கலகலப்பாக
ꢃꢒꢬ꣄ꢰꢠꢒꢥꢶ,கவர்ச்சியாக
ꢮꢶꢗꢵꢬ꣄ꢒꢥꢶ,கவலையாக
ꢂꢙꢵꢒ꣄ꢬꢡꢒꢥꢶ,கவனக்குறைவாக
ꢙꢵꢒ꣄ꢬꢡꢒꢥꢶ,கவனமாக
ꢩꢵꢬ꣄ꢒꢥꢶ,கனமாக
ꢔꢿꢭꢶꢒꢥꢶ ꢥꢒ꣄ꢒꢭ꣄ꢒꢥꢶ,கிண்டலாக
ꢓꢵꢭ꣄,கீழே
ꢂꢞꢸꢒ꣄,கீழே
ꢱꣂꢥ꣄ꢡꣂꢰ꣄ꢒꢥ꣄,குதூலகமாக
ꢔꢸꢪ꣄ꢦꢸꢒꢥꢶ,கும்பலாக
ꢱꢖ꣄ꢗꢭꢒꢥꢶ,குழப்பமாக
ꢱ꣄ꢭꢭꢒꢥꢶ,குளுமையாக
ꢮꢶꢱꢿꢰ꣄ꢒꢥꢶ,குறிப்பாக
ꢂꢞ꣄ꢞꢪ꣄ ꢂꢞ꣄ꢞꢪ꣄ꢒꢥꢶ,குறுக்காக
ꢂꢞ꣄ꢞꢪ꣄ ꢣꢶꢞ꣄ꢞꢪ꣄ꢒꢥꢶ,குறுக்குமறுக்காக
ꢂꢞ꣄ꢞꢪ꣄,குறுக்கே
ꢂꢒ꣄ꢬꢒꢥꢶ,குறுகலாக
ꢱꢿꢰ꣄ꢜꢒꢥꢶ,குறும்பாக
ꢮꢶꢰꢪꢖ꣄ꢒꢥꢶ,குறும்பாக
ꢆꢥ꣄ꢥꢒꢥꢶꢭꢿꢱ꣄ꢒꢥꢶꢏꢳ꣄ꢜꢒꢥꢶ,குறைவாக
ꢗꢾꢬꢶ,கூட்டாக
ꢮꢿꢥ꣄ꢒꢥ꣄ꢆꢦꢬꢶꢒꢥꢶꢲꣁꢭ꣄ꢭꢒꢥꢶ,கூடுதலாக
ꢓꢹꢬ꣄ꢒꢥꢶ,கூராக
ꢓꢿꢭ꣄ꢒꢥꢶ,கேலியாக
ꢥꢷꢗꢒꢥꢶ,கேவலமாக
ꢒꢸꢬꢹꢬ꣄ꢒꢥꢶ,கொடுமையாக/கொடூரமாக
ꢮꢒꢸꢠ꣄ꢜ ꢮꢒꢸꢠ꣄ꢜ꣄ꢒꢥꢶ,கோணலாக
ꢬꢵꢒ꣄ꢒꢥꢶ,கோபமாக
ꢱꢲꢙꢪ꣄ꢒꢥꢶ,சகஜமாக
ꢱꢖ꣄ꢒꢜꢪ꣄ꢒꢥꢶ,சங்கடமாக
ꢬꢾꢗ꣄ꢗꢒꢥꢶ ꢱꢾꢡ꣄ꢣꢸꢒꢥꢶꢩꢮꢜ꣄ꢒꢥꢶ,சத்தமாக
ꢱꢪ꣄ꢦ꣄ꢬꢣꢵꢫꢪ꣄ꢒꢥꢶ ꢬꢹꢟꢶꢒꢥꢶꢮ꣄ꢫꢵꢮꢲꢵꢬꢶꢒ꣄ꢒꢥꢶ,சம்பிரதாயமாக
ꢱꢪꢪ꣄ꢒꢥꢶ,சம அளவாக
ꢱꢾꢬ꣄ꢒꢒꢥꢶ,சரிசமமாக
ꢩꢾꢭꢶ,சரியாக
ꢗꢾꢬ꣄ꢒꢒꢥꢶ,சரியாக
ꢮꢶꢬꢱꢡꢒꢥꢶ,சலிப்பாக
ꢙꢵꢞꢪꢵꢞ꣄ꢒꢥꢶ,சாடையாக
ꢱꢪꢬ꣄꣄ꢡꢸꢒꢥꢶ,சாமர்த்தியமாக
ꢙꢶꢬ꣄ꢒꢶ,சாய்வாக
ꢏꢖ꣄ꢔꢶ,சாய்வாக
ꢱꢵꢒ꣄ꢰꢶꢒꢥꢶ,சான்றாக
ꢆꢥ꣄ꢥꢮꢿꢱ꣄ꢒꢥꢶ,சிக்கனமாக
ꢗꢶꢞꢸꢗꢶꢞꢸꢒꢥꢶ,சிடுசிடுப்பாக
ꢢꢾꢮ꣄ꢜꢒꢕꢾꢞꢶ,சிலநேரம்
ꢢꢾꢮ꣄ꢜꢮꢿꢳ꣄,சில வேளை
ꢮꢶꢯꢿꢰ꣄ꢒꢥꢶ,சிறப்பாக
ꢥꢴꢥ꣄ꢥꢒꢥꢶ,சிறிதாக
ꢬꢮ꣄ꢬꢮꢒꢥꢶ ꢬꢸꢮ꣄ꢮꢬꢸꢮ꣄ꢮꢒꢥꢶ,சிறிதுசிறிதாக
ꢭꢵꢕꢮ꣄ꢒꢥꢶ ꢱꢸꢓꢪ꣄ꢒꢥꢶ ꢱꢸꢓꢸꢒꢥꢶ,சுகமாக
ꢱꢸꢞ꣄ꢤꢶꢒꢥꢶ,சுத்தமாக
ꢱ꣄ꢮꢡꢥ꣄ꢡ꣄ꢬꢸꢒꢥꢶ,சுதந்திரமாக
ꢔꣂꢱ꣄,சும்மா
ꢬꢪꢵꢬꢪꢶ,சுமார்
ꢦꢬ꣄ꢮꢥꢴꢶꢡ꣄ꢡꣁ,சுமாராக
ꢱꢪ꣄ꢒ꣄ꢰꢾꢦ꣄ꢒꢥꢶ,சுருக்கமாக
ꢭꢴꢾꢕꢸꢮ꣄ꢒꢥꢶ,சுலபமாக
ꢬꢱꢥꣁꢒ,சுவாரசியமாக
ꢬꢸꢗ꣄ꢗꢶꢒꢥꢶ,சுவையாக
ꢗꢸꢜ꣄ꢜꢸꢪꢸꢜ꣄ꢜꢸꢒꢥꢶ,சுற்றுமுற்றும்
ꢚꢸꢜ꣄ꢜꢶꢒꢥꢶ,சுறுசுறுப்பாக
ꢲꢸꢥ꣄ꢥꢒꢥꢶ,சூடாக
ꢗꢸꢣ꣄ꢤꢶꢒꢥꢶ ꢗꣁꢒ꣄ꢒꢜ꣄ꢒꢥꢶ,செம்மையாக
ꢂꢦ꣄ꢬꢒ꣄ꢬꢸꢡꢶꢒꢥꢶ ꢒ꣄ꢬꢸꢡꢶꢪꢒꢥꢶ,செயற்கையாக
ꢣꢾꢛ꣄ꢗꢸꢒꢥꢶ ꢙꢵꢞꢒꢥꢶ,செறிவாக
ꢂꢭꢱꢒꢥꢶ,சோம்பேறித்தனமாக
ꢯꢷꢥ꣄ꢒꢥꢶ,சோர்வாக
ꢱꣃꢬꢶꢫꢪ꣄ꢒꢥꢶ,சௌகரியமாக
ꢦꢵꢡ꣄ꢬꢡꢒꢥꢶ,தகுதியாக
ꢂꢪ꣄ꢒꢫꢒꢥꢶ ꢱꢪꢣꢳꢒꢥꢶ,தட்டையாக
ꢂꢮ꣄ꢞꢒ ꢂꢞ꣄ꢞꢶꢒꢥꢶ,தடையாக
ꢂꢠ꣄ꢗꢶꢭꢶ,தணிவாக
ꢂꢥꢸꢒꢹꢭ꣄ꢒ,தயவாக
ꢡꢫꢵꢬ꣄ꢒꢥꢶ,தயாராக
ꢣꣁꢱ꣄ꢒꢓꢵꢭ꣄,தலைகீழாக
ꢭꢸꢒ꣄ꢒꢶꢭꢶ,தலைமறைவாக
ꢗꢹꢒ꣄ꢒꢥꢶ,தவறாக
ꢪꢥ꣄ꢡꢸꢒꢥꢶ,தவறுதலாக
ꢤꢶꢭ꣄ꢭꢱꣁꢜ꣄ꢭꢶ ꢤꢶꢭ꣄ꢭꢒꢥꢶ,தளர்வாக
ꢂꢡ꣄ꢡꢵꢒ꣄,தற்காலிகமாக
ꢂꢡ꣄ꢡꢵꢒ꣄ ꢒꣁꢡ꣄ꢡꢶ,தற்காலிகமாக
ꢡꢡ꣄ꢒꢵꢭ꣄ꢒꢥꢶ,தற்காலிகமாக
ꢲꢾꢡꢵꢬ꣄ꢡꢸꢒꢥꢶ,தற்செயலாக
ꢂꢒꢱ꣄ꢪꢵꢡ꣄ꢒꢥꢶ,தற்செயலாக
ꢦꢾꢣ꣄ꢣꢾꢒ,தன்னந்தனியாக
ꢍꢒꢵꢥ꣄ꢡꢸꢒꣁ,தன்னந்தனியாக
ꢡꢾꢔꢵꢪ꣄ꢡꢾꢥꣁ,தனக்குள்ளாக
ꢔꢸꢠ꣄ꢤꢵꢥꢸꢒ꣄,தனித்தன்மையாக
ꢂꢭꢔ꣄ꢔꢭꢔ꣄ꢔ,தனித்தனியாக
ꢍꢒꢵꢥ꣄ꢡꢸꢒꢥ꣄,தனிமையாக
ꢡꢪꢱ꣄ꢒ,தாமதமாக
ꢤꢾꢬꢳꢪ꣄ꢒ,தாராளமாக
ꢩꢮ꣄ꢫꢪ꣄ꢒ,தாழ்மையாக
ꢓꢵꢭ꣄ꢒ,தாழ்வாக
ꢂꢨ꣄ꢨꢾꢨ꣄ꢨꢾꢤꢵꢥꢸꢒ꣄,தாறுமாறாக
ꢡ꣄ꢫꢿꢒꢵꢥꢶ,தானாக
ꢔꢸꢪ꣄ꢦꢸꢒꢥꢶ,திரளாக
ꢗꣁꢞ꣄ꢞꢦ꣄ꢦꢥ꣄ꢒꢥꢶ,திருட்டுத்தனமாக
ꢡꢶꢬꢸꢦ꣄ꢡꢶꢒꢥꢶ,திருப்தியாக
ꢧꢶꢬꢶ,திரும்பவும்
ꢱꢪꢬ꣄ꢡꢸꢒꢥꢶ,திறமையாக
ꢥꢶꢗ꣄ꢗꢸ,தினந்தோறும்
ꢱ꣄ꢡꢶꢬꢪ꣄ꢒꢾꢬꢾ,தீர்மானமாக
ꢓꢸꢞꢾꢩꢙ꣄ꢙꢶꢒ,துச்சமாக
ꢒꢸꢜ꣄ꢒ ꢒꢸꢜ꣄ꢒꢒꢥꢶ,துண்டுதுண்டாக
ꢤꣀꢬ꣄ꢫꢸꢱꢾꢥ꣄ꢡꣁ,துணிகரமாக
ꢱꢸꢣ꣄ꢣꢶꢒꢥꢶ,துப்புரவாக
ꢣꢸꢬ꣄ ꢣꢶꢰ꣄ꢜꢸ꣄ꢒꢥꢶ,துரதிருஷ்ட்வசமாக
ꢱꢸꢣ꣄ꢣꢶꢒꢥꢶ,தூய்மையாக
ꢒꢭꢵꢥꢵꢡ꣄ꢡꣁ,தெரியாத்தனமாக
ꢡꢾꢭꢶꢮ꣄ꢒꢥꢶ ꢱ꣄ꢦꢰ꣄ꢜꢸꢒꢥꢶ,தெளிவாக
ꢦꢙꢾ ꢒꣁꢣ꣄ꢣꢶ,தேவையாக
ꢤꣀꢬ꣄ꢫꢸꢒꢥꢶ,தைரியமாக
ꢡꣁꢬꢠ꣄ꢒ,தொடர்ச்சியாக
ꢡꢾꢔ ꢢꢾꢬꢶ ꢡꢾꢭ꣄ꢫꢾꢒ ꢤꢾꢬꢶ,தொடர்பாக
ꢆꢜ꣄ꢗꢫ꣄ꢭꢶ,தொய்வாக
ꢣꢸꢣꢹꢬꢸꢪ꣄,தொலைவாக
ꢂꢥ꣄ꢣꢵꢱ꣄,தோராயமாக
ꢪꢴꢣ꣄ꢤꢶꢪꢪ꣄,நடுத்தரமாக
ꢪꢴꢚꢵꢬ꣄,நடுவில் / நடுவே
ꢩꢶꢠ꣄ꢞꢶꢭꢶꢒꢶꢥ꣄,நம்பிக்கையாக
ꢥꣁꢪ꣄ꢒꢾꢒꢥ꣄,நம்பிக்கையாக
ꢩꢮ꣄ꢫꢪ꣄ꢒ,நயமாக
ꢗꣁꢒ꣄ꢒꢜ꣄ꢮꢿꢳ꣄꣄ꢒꢥ꣄,நல்லகாலமாக
ꢱꢮ꣄ꢬꢶꢫꢪ꣄ꢒꢥꢶ,நலமாக
ꢂꢤꢶꢥꢵꢔꢬꢷꢒ꣄ꢒꢥꢶ,நவநாகரிமாக
ꢩꣁꢔꢸꢪꢵꢥ꣄ꢒꢥꢶ,நன்கொடையாக
ꢗꣁꢒ꣄ꢒꢞ꣄ꢤꢵꢥꢸ,நன்றாக
ꢱꢡ꣄ꢩꢵꢮ꣄ꢒ,நாணயமாக
ꢱꢶꢡ꣄ꢬꢪ꣄ꢒ ꢥꢶꢯ꣄ꢗꢫꢸꢒꢥꢶ,நிச்சயமாக
ꢯꢵꢥ꣄ꢡꢶꢒ,நிம்மதியாக
ꢱ꣄ꢡꢶꢬꢪ꣄ꢒ ꢥꢶꢬꢥ꣄ꢡꢬ꣄ꢒꢥꢶ ꢓꣁꢨ꣄ꢨꢶꢪ꣄,நிரந்தரமாக
ꢱ꣄ꢡꢶꢬꢪ꣄ꢒ,நிலையாக
ꢚꢸꢒ꣄ꢒꢸ,நிறைய
ꢡꢶꢬꢸꢦ꣄ꢡꢶꢒ,நிறைவாக
ꢲꢜ꣄ꢮꢥ꣄ꢒ,நினைவாக
ꢙꢡꣁ,நீங்கலாக
ꢭꢪ꣄ꢨꢸꢬꢸꢪ꣄,நீண்டகாலமாக
ꢭꢪ꣄ꢨꢸꢒ,நீளமாக
ꢱꢹꢜ꣄ꢒ꣄ꢰꢸꢪꢒ,நுட்பமாக / நுண்ணியதாக
ꢱꢸꢒ꣄ꢰꢸꢪꣁ,நுட்பமாக / நுண்ணியதாக
ꢭꢪ꣄ꢨꢸ,நெடுக
ꢚꢸꢒ꣄ꢒꢸꢕꢾꢞꢶ,நெடுநேரமாக
ꢭꢾꢔꢸꢡ꣄ꢡꢒꢥꢶ,நெருக்கமாக
ꢗꣁꢒ꣄ꢒꢜ꣄ꢒꢥꢶ,நேர்த்தியாக
ꢡꣁꢠꢵꢡꣂꢠ꣄,நேரடியாக
ꢱꢾꢙ꣄ꢙ,பக்கத்தில்
ꢭꢾꢔꢸꢡ꣄ꢡꣁ,பக்கத்தில்
ꢱꢾꢙ꣄ꢙꢒꢥꢶ,பக்கமாக
ꢮꢜꣁꢒꢥꢶ,பகுதியாக
ꢲꣁꢬꢸꢲꣁꢬꢸ,படிப்படியாக
ꢂꢠ꣄ꢒꢒ,பணிவாக
ꢩꣁꢣ꣄ꢬꢪ꣄ꢒꢥꢶ,பத்திரமாக
ꢲꢭ꣄ꢭꢸꢒ,பதமாக
ꢦꣁꢣꢪ꣄ꢒ,பதமாக
ꢃꢭ꣄ꢭꢜ꣄ꢒꢥꢶ,பதற்றமாக
ꢨꣁꢣꢸꢭꢸꢒ꣄,பதிலாக
ꢤꢵꢒ꣄ꢱꢾꢥ꣄ꢡꣁ,பயங்கரமாக
ꢤꢵꢒ꣄ꢒꢥꢶ,பயங்கரமாக
